date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
10-04-2018;485;750;819;1123;0
11-04-2018;496;766;835;1147;0
12-04-2018;563;869;939;1302;0
13-04-2018;554;856;925;1281;0
14-04-2018;558;863;932;1291;0
15-04-2018;588;909;978;1360;0
16-04-2018;569;879;948;1316;0
17-04-2018;624;887;956;1327;0
18-04-2018;728;1034;1089;1548;0
19-04-2018;760;1081;1131;1618;0
20-04-2018;867;1232;1267;1844;0
21-04-2018;823;1170;1211;1751;0
22-04-2018;865;1229;1265;1840;0
23-04-2018;903;1283;1314;1921;0
24-04-2018;993;1341;1366;2007;0
25-04-2018;863;1165;1254;1744;0
26-04-2018;900;1215;1286;1819;0
27-04-2018;845;1141;1239;1708;0
28-04-2018;878;1185;1267;1773;0
29-04-2018;862;1164;1253;1742;0
30-04-2018;814;1098;1212;1644;0
01-05-2018;856;1088;1416;1629;0
02-05-2018;890;1131;1451;1693;0
03-05-2018;877;1114;1437;1668;0
04-05-2018;861;1094;1420;1638;0
05-05-2018;858;1091;1418;1633;0
06-05-2018;839;1067;1398;1597;0
07-05-2018;831;1056;1389;1580;0
08-05-2018;846;1012;1466;1515;0
09-05-2018;862;1031;1483;1543;0
10-05-2018;827;989;1444;1480;0
11-05-2018;749;896;1357;1341;0
12-05-2018;765;915;1375;1370;0
13-05-2018;794;949;1407;1421;0
14-05-2018;815;974;1430;1458;0
15-05-2018;827;1000;1516;1391;0
16-05-2018;803;971;1487;1351;0
17-05-2018;778;941;1456;1309;0
18-05-2018;823;995;1510;1384;0
19-05-2018;797;963;1479;1340;0
20-05-2018;820;992;1507;1380;0
21-05-2018;801;969;1484;1348;0
22-05-2018;761;1050;1566;1195;0
23-05-2018;740;1022;1538;1163;0
24-05-2018;740;1021;1537;1163;0
25-05-2018;711;981;1497;1117;0
26-05-2018;710;980;1496;1116;0
27-05-2018;717;989;1505;1126;0
28-05-2018;647;893;1409;1017;0
29-05-2018;730;1100;1616;1069;0
30-05-2018;719;1084;1599;1053;0
31-05-2018;720;1086;1601;1055;0
01-06-2018;730;1100;1615;1068;0
02-06-2018;753;1135;1651;1103;0
03-06-2018;785;1182;1698;1148;0
04-06-2018;742;1118;1633;1086;0
05-06-2018;825;1167;1683;1134;0
06-06-2018;812;1149;1665;1116;0
07-06-2018;808;1144;1660;1111;0
08-06-2018;783;1108;1624;1076;0
09-06-2018;764;1082;1599;1051;0
10-06-2018;688;974;1492;946;0
11-06-2018;681;964;1482;936;0
12-06-2018;670;1200;1733;852;0
13-06-2018;649;1164;1697;826;0
14-06-2018;708;1270;1802;901;0
15-06-2018;654;1172;1705;833;0
16-06-2018;676;1211;1744;860;0
17-06-2018;661;1185;1718;841;0
18-06-2018;679;1217;1750;864;0
19-06-2018;723;1250;1783;856;0
20-06-2018;702;1214;1747;831;0
21-06-2018;708;1224;1757;838;0
22-06-2018;633;1095;1628;750;0
23-06-2018;661;1143;1676;782;0
24-06-2018;694;1201;1734;822;0
25-06-2018;726;1255;1788;860;0
26-06-2018;742;1300;1833;819;0
27-06-2018;790;1385;1918;873;0
28-06-2018;711;1246;1779;785;0
29-06-2018;778;1364;1897;860;0
30-06-2018;804;1410;1943;888;0
01-07-2018;797;1396;1929;880;0
02-07-2018;863;1512;2045;953;0
03-07-2018;900;1490;2023;939;2600
04-07-2018;900;1489;2022;938;2599
05-07-2018;902;1493;2026;941;2606
06-07-2018;871;1442;1980;909;2517
07-07-2018;882;1459;1995;920;2546
08-07-2018;898;1486;2019;937;2594
09-07-2018;882;1460;1996;920;2549
10-07-2018;840;1400;2073;824;2281
11-07-2018;867;1445;2118;850;2354
12-07-2018;831;1386;2058;815;2258
13-07-2018;847;1412;2085;831;2301
14-07-2018;852;1420;2093;836;2314
15-07-2018;857;1429;2101;841;2328
16-07-2018;935;1559;2232;917;2540
17-07-2018;1046;1660;2333;977;2705
18-07-2018;1015;1611;2290;948;2625
19-07-2018;1013;1608;2287;946;2620
20-07-2018;945;1500;2193;883;2444
21-07-2018;959;1523;2213;896;2481
22-07-2018;934;1483;2179;873;2417
23-07-2018;970;1539;2227;906;2508
24-07-2018;1120;1699;2383;1000;2768
25-07-2018;1085;1645;2336;968;2680
26-07-2018;1040;1577;2275;928;2569
27-07-2018;1064;1614;2308;950;2630
28-07-2018;1059;1607;2302;945;2618
29-07-2018;1029;1560;2261;918;2542
30-07-2018;1001;1519;2224;894;2475
31-07-2018;979;1550;2433;829;2297
01-08-2018;1026;1624;2507;869;2406
02-08-2018;983;1556;2439;833;2306
03-08-2018;961;1521;2404;814;2254
04-08-2018;913;1445;2328;773;2141
05-08-2018;939;1486;2369;795;2202
06-08-2018;909;1439;2322;770;2132
07-08-2018;915;1600;2483;733;2029
08-08-2018;801;1400;2283;641;1775
09-08-2018;852;1489;2372;682;1888
10-08-2018;777;1358;2241;622;1722
11-08-2018;793;1386;2270;635;1758
12-08-2018;789;1380;2263;632;1750
13-08-2018;747;1307;2190;598;1657
14-08-2018;763;1650;2533;571;1581
15-08-2018;812;1755;2638;607;1682
16-08-2018;826;1785;2668;618;1710
17-08-2018;899;1944;2828;673;1863
18-08-2018;890;1924;2807;666;1843
19-08-2018;892;1929;2812;667;1848
20-08-2018;846;1830;2713;633;1753
21-08-2018;910;1860;2744;644;1782
22-08-2018;864;1766;2657;611;1692
23-08-2018;864;1765;2657;611;1691
24-08-2018;899;1838;2723;636;1761
25-08-2018;888;1814;2701;628;1738
26-08-2018;914;1868;2750;646;1790
27-08-2018;1003;2049;2916;709;1963
28-08-2018;1081;2108;2969;729;2019
29-08-2018;1041;2030;2905;702;1945
30-08-2018;1034;2015;2893;697;1931
31-08-2018;1173;2287;3118;791;2191
01-09-2018;1216;2371;3188;820;2272
02-09-2018;1212;2362;3181;817;2263
03-09-2018;1363;2657;3426;919;2545
04-09-2018;1437;2704;3465;935;2590
05-09-2018;1199;2255;3166;780;2161
06-09-2018;1224;2303;3198;797;2206
07-09-2018;1166;2193;3124;759;2101
08-09-2018;1087;2045;3026;707;1959
09-09-2018;1107;2082;3051;720;1995
10-09-2018;1101;2071;3043;716;1984
11-09-2018;1151;2071;3515;716;1984
12-09-2018;1136;2045;3491;707;1959
13-09-2018;1220;2196;3627;760;2104
14-09-2018;1274;2293;3713;793;2196
15-09-2018;1300;2340;3755;810;2242
16-09-2018;1275;2294;3714;794;2198
17-09-2018;1167;2101;3542;727;2013
18-09-2018;1275;2204;3634;763;2112
19-09-2018;1241;2147;3584;743;2056
20-09-2018;1318;2279;3698;788;2183
21-09-2018;1403;2425;3825;839;2324
22-09-2018;1385;2396;3799;829;2295
23-09-2018;1389;2401;3804;831;2300
24-09-2018;1309;2264;3685;783;2168
25-09-2018;1370;2282;3701;789;2186
26-09-2018;1360;2266;3687;784;2171
27-09-2018;1403;2338;3748;809;2239
28-09-2018;1377;2294;3711;794;2198
29-09-2018;1351;2251;3675;779;2157
30-09-2018;1368;2279;3698;788;2183
01-10-2018;1347;2245;3669;777;2150
02-10-2018;1425;2290;3751;792;2194
03-10-2018;1398;2248;3714;778;2154
04-10-2018;1397;2245;3711;777;2151
05-10-2018;1401;2252;3717;779;2157
06-10-2018;1403;2256;3720;780;2161
07-10-2018;1387;2229;3697;771;2135
08-10-2018;1393;2240;3707;775;2146
09-10-2018;1436;2228;3801;771;2135
10-10-2018;1433;2224;3797;769;2131
11-10-2018;1268;1968;3561;681;1885
12-10-2018;1272;1974;3567;683;1891
13-10-2018;1290;2002;3592;693;1918
14-10-2018;1275;1978;3570;684;1895
15-10-2018;1353;2099;3682;726;2011
16-10-2018;1407;2105;3851;728;2017
17-10-2018;1380;2065;3811;714;1978
18-10-2018;1348;2017;3763;698;1932
19-10-2018;1359;2033;3779;703;1948
20-10-2018;1359;2034;3780;704;1949
21-10-2018;1377;2060;3806;713;1974
22-10-2018;1381;2067;3813;715;1980
23-10-2018;1470;2150;3901;735;2036
24-10-2018;1450;2120;3871;725;2008
25-10-2018;1442;2108;3859;721;1996
26-10-2018;1424;2082;3833;712;1972
27-10-2018;1409;2060;3810;705;1951
28-10-2018;1423;2081;3832;712;1971
29-10-2018;1376;2012;3763;688;1906
30-10-2018;1441;2200;3951;695;1926
31-10-2018;1459;2227;3978;704;1950
01-11-2018;1459;2228;3979;704;1951
02-11-2018;1486;2269;4020;717;1986
03-11-2018;1501;2293;4043;725;2007
04-11-2018;1570;2398;4149;758;2099
05-11-2018;1564;2389;4139;755;2091
06-11-2018;1636;2422;4172;766;2120
07-11-2018;1616;2392;4145;756;2094
08-11-2018;1571;2326;4083;735;2036
09-11-2018;1549;2293;4053;725;2007
10-11-2018;1525;2258;4020;714;1976
11-11-2018;1541;2282;4042;721;1998
12-11-2018;1524;2255;4018;713;1974
13-11-2018;1573;2300;4222;713;1974
14-11-2018;1358;1986;3908;615;1704
15-11-2018;1327;1940;3863;601;1665
16-11-2018;1303;1905;3827;590;1635
17-11-2018;1317;1926;3848;597;1653
18-11-2018;1338;1956;3878;606;1679
19-11-2018;1085;1586;3509;492;1361
20-11-2018;1045;2350;4272;451;1248
21-11-2018;1084;2437;4359;468;1295
22-11-2018;1035;2328;4250;447;1237
23-11-2018;1047;2355;4277;452;1251
24-11-2018;917;2063;3985;396;1096
25-11-2018;912;2052;3974;394;1090
26-11-2018;836;1881;3803;361;999
27-11-2018;948;2400;4322;387;1073
28-11-2018;1054;2669;4591;431;1193
29-11-2018;1015;2571;4493;415;1149
30-11-2018;959;2428;4350;392;1085
01-12-2018;990;2506;4428;404;1120
02-12-2018;981;2483;4405;401;1110
03-12-2018;910;2304;4226;372;1030
04-12-2018;995;2450;4372;386;1070
05-12-2018;903;2222;4144;350;970
06-12-2018;813;2001;3923;316;874
07-12-2018;812;1998;3920;315;872
08-12-2018;796;1960;3882;309;856
09-12-2018;834;2053;3975;324;897
10-12-2018;779;1918;3840;302;838
11-12-2018;797;2500;4422;290;803
12-12-2018;819;2570;4493;298;825
13-12-2018;764;2396;4319;278;769
14-12-2018;732;2298;4220;266;738
15-12-2018;724;2273;4195;263;730
16-12-2018;733;2301;4224;267;739
17-12-2018;817;2564;4486;297;823
18-12-2018;918;2725;4647;316;875
19-12-2018;913;2709;4633;314;870
20-12-2018;1086;3222;5112;373;1034
21-12-2018;1022;3031;4934;351;973
22-12-2018;1020;3026;4929;351;971
23-12-2018;1040;3086;4985;358;991
24-12-2018;1111;3295;5181;382;1058
25-12-2018;1047;2960;4867;343;950
26-12-2018;1022;2888;4804;335;927
27-12-2018;921;2601;4552;302;835
28-12-2018;1030;2911;4825;337;935
29-12-2018;996;2814;4739;326;903
30-12-2018;1001;2829;4752;328;908
31-12-2018;957;2704;4643;313;868
