date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
01-01-2015;0;0;0;0;0
02-01-2015;0;0;0;0;0
03-01-2015;0;0;0;0;0
04-01-2015;0;0;0;0;0
05-01-2015;0;0;0;0;0
06-01-2015;50;50;50;2600;0
07-01-2015;50;50;50;2611;0
08-01-2015;46;46;46;2417;0
09-01-2015;47;47;47;2432;0
10-01-2015;45;45;45;2361;0
11-01-2015;41;41;41;2133;0
12-01-2015;39;39;39;2052;0
13-01-2015;84;100;100;1743;0
14-01-2015;60;72;72;1259;0
15-01-2015;71;85;85;1474;0
16-01-2015;75;90;90;1568;0
17-01-2015;67;80;80;1397;0
18-01-2015;70;84;84;1457;0
19-01-2015;69;82;82;1432;0
20-01-2015;114;150;150;1331;0
21-01-2015;126;166;166;1472;0
22-01-2015;132;174;174;1540;0
23-01-2015;136;180;180;1595;0
24-01-2015;144;189;189;1681;0
25-01-2015;149;197;197;1747;0
26-01-2015;153;201;201;1786;0
27-01-2015;204;203;203;1804;0
28-01-2015;186;185;185;1639;0
29-01-2015;198;197;197;1746;0
30-01-2015;187;187;187;1656;0
31-01-2015;181;181;181;1602;0
01-02-2015;191;190;191;1689;0
02-02-2015;192;191;191;1697;0
03-02-2015;234;250;253;1626;0
04-02-2015;235;251;254;1631;0
05-02-2015;221;236;239;1534;0
06-02-2015;220;234;238;1525;0
07-02-2015;224;239;242;1553;0
08-02-2015;215;229;233;1493;0
09-02-2015;204;218;221;1418;0
10-02-2015;248;300;303;1378;0
11-02-2015;235;284;287;1304;0
12-02-2015;250;302;306;1390;0
13-02-2015;260;313;317;1440;0
14-02-2015;285;344;347;1579;0
15-02-2015;255;308;312;1416;0
16-02-2015;255;308;311;1414;0
17-02-2015;307;350;353;1426;0
18-02-2015;301;343;347;1400;0
19-02-2015;343;391;394;1593;0
20-02-2015;371;422;426;1722;0
21-02-2015;367;418;422;1704;0
22-02-2015;380;433;436;1764;0
23-02-2015;410;467;470;1903;0
24-02-2015;463;470;474;1917;0
25-02-2015;497;505;503;2057;0
26-02-2015;486;494;494;2015;0
27-02-2015;518;527;522;2146;0
28-02-2015;581;590;576;2406;0
01-03-2015;579;589;575;2400;0
02-03-2015;582;592;577;2413;0
03-03-2015;614;574;562;2338;0
04-03-2015;611;571;560;2327;0
05-03-2015;695;649;621;2645;0
06-03-2015;719;672;639;2738;0
07-03-2015;677;632;607;2576;0
08-03-2015;716;669;636;2726;0
09-03-2015;940;878;800;3576;0
