date;xmr
01-01-2018;358,98999
02-01-2018;383,416992
03-01-2018;412,062988
04-01-2018;403,048004
05-01-2018;384,936005
06-01-2018;452,770996
07-01-2018;459,330994
08-01-2018;405,074005
09-01-2018;413,334015
10-01-2018;407,740997
11-01-2018;355,59201
12-01-2018;394,78299
13-01-2018;420,053986
14-01-2018;399,519012
15-01-2018;414,570007
16-01-2018;320,036987
17-01-2018;319,186005
18-01-2018;316,467987
19-01-2018;364,621002
20-01-2018;383,789001
21-01-2018;345,07901
22-01-2018;315,89801
23-01-2018;308,460999
24-01-2018;317,399994
25-01-2018;317,102997
26-01-2018;323,684998
27-01-2018;321,355011
28-01-2018;332,166992
29-01-2018;316,627991
30-01-2018;274,015991
31-01-2018;272,889008
01-02-2018;240,964996
02-02-2018;235,630005
03-02-2018;251,587997
04-02-2018;221,046005
05-02-2018;179,487
06-02-2018;212,289001
07-02-2018;207,274994
08-02-2018;247,223999
09-02-2018;260,433014
10-02-2018;250,029999
11-02-2018;229,485001
12-02-2018;247,567993
13-02-2018;234,688995
14-02-2018;276,661987
15-02-2018;303,251007
16-02-2018;296,47699
17-02-2018;325,665009
18-02-2018;300,118011
19-02-2018;316,493988
20-02-2018;304,395996
21-02-2018;322,606995
22-02-2018;282,76001
23-02-2018;285,708008
24-02-2018;273,790009
25-02-2018;281,02301
26-02-2018;293,608002
27-02-2018;302,540985
28-02-2018;285,696991
01-03-2018;314,035004
02-03-2018;344,729004
03-03-2018;352,954987
04-03-2018;368,973999
05-03-2018;373,247009
06-03-2018;346,39801
07-03-2018;339,14801
08-03-2018;278,636993
09-03-2018;288,089996
10-03-2018;257,044006
11-03-2018;282,351013
12-03-2018;259,421997
13-03-2018;248,067993
14-03-2018;215,559998
15-03-2018;213,311005
16-03-2018;215,703003
17-03-2018;197,912994
18-03-2018;209,632996
19-03-2018;216,772995
20-03-2018;223,737
21-03-2018;218,632996
22-03-2018;212,710007
23-03-2018;213,914993
24-03-2018;209,158005
25-03-2018;211,783997
26-03-2018;197,175003
27-03-2018;187,929993
28-03-2018;199,158997
29-03-2018;176,862
30-03-2018;172,363007
31-03-2018;179,559998
01-04-2018;175,507996
02-04-2018;177,507004
03-04-2018;189,535004
04-04-2018;170,100998
05-04-2018;173,309006
06-04-2018;162,003998
07-04-2018;170,123993
08-04-2018;173,970993
09-04-2018;167,065002
10-04-2018;165,570007
11-04-2018;169,160995
12-04-2018;191,944
13-04-2018;188,867004
14-04-2018;190,423996
15-04-2018;200,621002
16-04-2018;194,100006
17-04-2018;195,751007
18-04-2018;228,345001
19-04-2018;238,606003
20-04-2018;271,981995
21-04-2018;258,178986
22-04-2018;271,302002
23-04-2018;283,299988
24-04-2018;296,036011
25-04-2018;257,140991
26-04-2018;268,270996
27-04-2018;251,876007
28-04-2018;261,505005
29-04-2018;256,871002
30-04-2018;242,455994
01-05-2018;240,259995
02-05-2018;249,664001
03-05-2018;245,979004
04-05-2018;241,526993
05-05-2018;240,779007
06-05-2018;235,490997
07-05-2018;233,070999
08-05-2018;223,354004
09-05-2018;227,518997
10-05-2018;218,222
11-05-2018;197,740005
12-05-2018;201,964005
13-05-2018;209,576004
14-05-2018;215,042999
15-05-2018;205,169998
16-05-2018;199,209
17-05-2018;192,992996
18-05-2018;204,048996
19-05-2018;197,574005
20-05-2018;203,445999
21-05-2018;198,738998
22-05-2018;176,272995
23-05-2018;171,541
24-05-2018;171,485001
25-05-2018;164,716995
26-05-2018;164,546997
27-05-2018;166,082001
28-05-2018;149,960999
29-05-2018;157,574997
30-05-2018;155,231995
31-05-2018;155,520996
01-06-2018;157,537003
02-06-2018;162,647995
03-06-2018;169,354996
04-06-2018;160,093994
05-06-2018;167,194
06-06-2018;164,613998
07-06-2018;163,906006
08-06-2018;158,701004
09-06-2018;154,955994
10-06-2018;139,511002
11-06-2018;138,042007
12-06-2018;125,655998
13-06-2018;121,851997
14-06-2018;132,940002
15-06-2018;122,776001
16-06-2018;126,828003
17-06-2018;124,063004
18-06-2018;127,427002
19-06-2018;126,220001
20-06-2018;122,546997
21-06-2018;123,612999
22-06-2018;110,601997
23-06-2018;115,377998
24-06-2018;121,291
25-06-2018;126,761002
26-06-2018;120,817001
27-06-2018;128,710007
28-06-2018;115,810997
29-06-2018;126,778
30-06-2018;131,005997
01-07-2018;129,772995
02-07-2018;140,501007
03-07-2018;138,460999
04-07-2018;138,397003
05-07-2018;138,753998
06-07-2018;134,044998
07-07-2018;135,610992
08-07-2018;138,117996
09-07-2018;135,733002
10-07-2018;121,478996
11-07-2018;125,387001
12-07-2018;120,238998
13-07-2018;122,529999
14-07-2018;123,218002
15-07-2018;123,959
16-07-2018;135,274994
17-07-2018;144,070999
18-07-2018;139,766006
19-07-2018;139,533997
