date;xmr
20-07-2018;130,171997
21-07-2018;132,130005
22-07-2018;128,723999
23-07-2018;133,574997
24-07-2018;147,399002
25-07-2018;142,735992
26-07-2018;136,813995
27-07-2018;140,063995
28-07-2018;139,397995
29-07-2018;135,358994
30-07-2018;131,802002
31-07-2018;122,318001
01-08-2018;128,154007
02-08-2018;122,792999
03-08-2018;120,018997
04-08-2018;113,992996
05-08-2018;117,274002
06-08-2018;113,544998
07-08-2018;108,039001
08-08-2018;94,534103
09-08-2018;100,532997
10-08-2018;91,721497
11-08-2018;93,618797
12-08-2018;93,205597
13-08-2018;88,237198
14-08-2018;84,178703
15-08-2018;89,5485
16-08-2018;91,078499
17-08-2018;99,202202
18-08-2018;98,165398
19-08-2018;98,424103
20-08-2018;93,374802
21-08-2018;94,915802
22-08-2018;90,080597
23-08-2018;90,062897
24-08-2018;93,761101
25-08-2018;92,542297
26-08-2018;95,302101
27-08-2018;104,528999
28-08-2018;107,523003
29-08-2018;103,554001
30-08-2018;102,814003
31-08-2018;116,657997
01-09-2018;120,973
02-09-2018;120,496002
03-09-2018;135,554993
04-09-2018;137,951004
05-09-2018;115,064003
06-09-2018;117,489998
07-09-2018;111,879997
08-09-2018;104,330002
09-09-2018;106,216003
10-09-2018;105,643997
11-09-2018;105,644997
12-09-2018;104,322998
13-09-2018;112,035004
14-09-2018;116,967003
15-09-2018;119,396004
16-09-2018;117,038002
17-09-2018;107,193001
18-09-2018;112,447998
19-09-2018;109,514
20-09-2018;116,278
21-09-2018;123,737999
22-09-2018;122,214996
23-09-2018;122,496002
24-09-2018;115,480003
25-09-2018;116,402
26-09-2018;115,593002
27-09-2018;119,254997
28-09-2018;117,055
29-09-2018;114,864998
30-09-2018;116,255997
01-10-2018;114,521004
02-10-2018;116,828003
03-10-2018;114,684998
04-10-2018;114,533997
05-10-2018;114,876999
06-10-2018;115,07
07-10-2018;113,717003
08-10-2018;114,275002
09-10-2018;113,674004
10-10-2018;113,459
11-10-2018;100,384003
12-10-2018;100,709
13-10-2018;102,137001
14-10-2018;100,906998
15-10-2018;107,109001
16-10-2018;107,394997
17-10-2018;105,362
18-10-2018;102,913002
19-10-2018;103,723
20-10-2018;103,778999
21-10-2018;105,099998
22-10-2018;105,459999
23-10-2018;108,442001
24-10-2018;106,949997
25-10-2018;106,321999
26-10-2018;105,017998
27-10-2018;103,899002
28-10-2018;104,975998
29-10-2018;101,487999
30-10-2018;102,553001
31-10-2018;103,834
01-11-2018;103,880997
02-11-2018;105,779999
03-11-2018;106,866997
04-11-2018;111,795998
05-11-2018;111,345001
06-11-2018;112,893997
07-11-2018;111,513
08-11-2018;108,427002
09-11-2018;106,892998
10-11-2018;105,245003
11-11-2018;106,375999
12-11-2018;105,139
13-11-2018;105,112999
14-11-2018;90,758202
15-11-2018;88,672501
16-11-2018;87,055298
17-11-2018;88,003304
18-11-2018;89,392998
19-11-2018;72,489998
20-11-2018;66,486
21-11-2018;68,942802
22-11-2018;65,858101
23-11-2018;66,6269
24-11-2018;58,3582
25-11-2018;58,053299
26-11-2018;53,216999
27-11-2018;57,131599
28-11-2018;63,524101
29-11-2018;61,195538
30-11-2018;57,792904
01-12-2018;59,647549
02-12-2018;59,101021
03-12-2018;54,837246
04-12-2018;56,978962
05-12-2018;51,666626
06-12-2018;46,534531
07-12-2018;46,462021
08-12-2018;45,573616
09-12-2018;47,746719
10-12-2018;44,604153
11-12-2018;42,736801
12-12-2018;43,936119
13-12-2018;40,962246
14-12-2018;39,282673
15-12-2018;38,851704
16-12-2018;39,339485
17-12-2018;43,82275
18-12-2018;46,582493
19-12-2018;46,312855
20-12-2018;55,075401
21-12-2018;51,819595
22-12-2018;51,725052
23-12-2018;52,755779
24-12-2018;56,335178
25-12-2018;50,592655
26-12-2018;49,374691
27-12-2018;44,466694
28-12-2018;49,770248
29-12-2018;48,112118
30-12-2018;48,364307
31-12-2018;46,228168
