date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
16-07-2020;1542;1415;1720;2990;2725
17-07-2020;1541;1414;1719;2989;2724
18-07-2020;1556;1428;1733;3017;2750
19-07-2020;1568;1439;1743;3040;2771
20-07-2020;1580;1450;1754;3064;2793
21-07-2020;1636;1456;1776;3076;2804
22-07-2020;1681;1495;1815;3159;2879
23-07-2020;1713;1524;1844;3221;2936
24-07-2020;1683;1497;1817;3164;2884
25-07-2020;1728;1537;1857;3247;2960
26-07-2020;1833;1631;1950;3445;3140
27-07-2020;1846;1642;1961;3470;3162
28-07-2020;1962;1701;2020;3594;3276
29-07-2020;1910;1656;1980;3499;3189
30-07-2020;1957;1696;2016;3584;3267
31-07-2020;2038;1767;2078;3734;3403
01-08-2020;2154;1867;2167;3945;3596
02-08-2020;2050;1778;2087;3756;3423
03-08-2020;2150;1864;2164;3939;3590
04-08-2020;2156;1826;2130;3857;3516
05-08-2020;2235;1893;2187;3999;3645
06-08-2020;2362;2000;2278;4226;3852
07-08-2020;2325;1969;2251;4160;3791
08-08-2020;2344;1985;2265;4194;3823
09-08-2020;2299;1947;2233;4113;3749
10-08-2020;2316;1961;2245;4144;3777
11-08-2020;2211;1830;2180;3866;3524
12-08-2020;2282;1889;2232;3991;3638
13-08-2020;2345;1941;2277;4102;3739
14-08-2020;2311;1913;2253;4042;3684
15-08-2020;2276;1884;2227;3980;3628
16-08-2020;2306;1908;2249;4032;3675
17-08-2020;2360;1953;2288;4127;3761
18-08-2020;2414;1956;2291;4134;3768
19-08-2020;2356;1910;2251;4035;3678
20-08-2020;2615;2119;2428;4478;4082
21-08-2020;2389;1937;2274;4092;3730
22-08-2020;2445;1982;2312;4188;3817
23-08-2020;2357;1910;2252;4036;3679
24-08-2020;2425;1965;2298;4153;3785
25-08-2020;2343;1858;2341;3927;3579
26-08-2020;2351;1864;2346;3940;3591
27-08-2020;2362;1873;2354;3958;3608
28-08-2020;2489;1974;2447;4171;3802
29-08-2020;2448;1942;2417;4103;3740
30-08-2020;2536;2011;2481;4250;3874
31-08-2020;2462;1953;2427;4126;3761
01-09-2020;2612;2032;2500;4294;3914
02-09-2020;2449;1905;2391;4026;3670
03-09-2020;2097;1631;2155;3447;3142
04-09-2020;2214;1723;2233;3640;3318
05-09-2020;2089;1626;2150;3435;3131
06-09-2020;2160;1681;2197;3551;3237
07-09-2020;2219;1727;2237;3648;3325
08-09-2020;2306;1800;2550;3709;3380
09-09-2020;2319;1810;2560;3730;3400
10-09-2020;2294;1791;2540;3689;3363
11-09-2020;2429;1896;2646;3907;3561
12-09-2020;2378;1856;2606;3824;3485
13-09-2020;2460;1920;2670;3956;3606
14-09-2020;2546;1988;2737;4096;3733
15-09-2020;2554;1955;2705;4028;3671
16-09-2020;2428;1858;2613;3828;3489
17-09-2020;2591;1983;2731;4086;3724
18-09-2020;2587;1980;2729;4080;3719
19-09-2020;2684;2054;2798;4232;3857
20-09-2020;2617;2003;2750;4127;3762
21-09-2020;2494;1908;2661;3932;3584
22-09-2020;2656;1994;2755;4109;3745
23-09-2020;2509;1884;2649;3881;3538
24-09-2020;2651;1990;2751;4101;3738
25-09-2020;2593;1947;2710;4012;3657
26-09-2020;2665;2001;2761;4123;3758
27-09-2020;2770;2080;2836;4285;3906
28-09-2020;2647;1988;2749;4096;3733
29-09-2020;2855;2106;2862;4340;3956
30-09-2020;3095;2283;3025;4704;4288
01-10-2020;2975;2195;2943;4522;4122
02-10-2020;2918;2153;2904;4435;4043
03-10-2020;2992;2207;2955;4548;4145
04-10-2020;3029;2235;2980;4605;4197
05-10-2020;3219;2375;3110;4893;4460
06-10-2020;3156;2291;3033;4721;4303
07-10-2020;3273;2376;3107;4897;4463
08-10-2020;3287;2386;3115;4917;4481
09-10-2020;3287;2386;3115;4917;4481
10-10-2020;3423;2485;3202;5120;4667
11-10-2020;3721;2701;3391;5566;5073
12-10-2020;3721;2701;3391;5566;5073
13-10-2020;3771;2701;3391;5566;5073
14-10-2020;3854;2761;3436;5689;5185
15-10-2020;3888;2785;3454;5739;5231
16-10-2020;3599;2578;3297;5313;4842
17-10-2020;3595;2575;3295;5306;4836
18-10-2020;3702;2652;3353;5465;4981
19-10-2020;3755;2690;3382;5543;5053
20-10-2020;3582;2530;3441;5214;4752
21-10-2020;3698;2612;3509;5382;4905
22-10-2020;3859;2726;3603;5617;5120
23-10-2020;3866;2731;3607;5627;5129
24-10-2020;3918;2767;3637;5702;5197
25-10-2020;3972;2806;3670;5782;5270
26-10-2020;4009;2832;3691;5836;5319
27-10-2020;4111;2869;3722;5911;5388
28-10-2020;3884;2711;3603;5585;5091
29-10-2020;3821;2666;3570;5494;5007
30-10-2020;3780;2638;3548;5435;4954
31-10-2020;3884;2710;3603;5585;5090
01-11-2020;3891;2715;3606;5594;5099
02-11-2020;3650;2547;3481;5249;4784
03-11-2020;3762;2590;3772;5337;4864
04-11-2020;3613;2488;3685;5126;4672
05-11-2020;3733;2570;3755;5296;4827
06-11-2020;3723;2563;3749;5282;4814
07-11-2020;3468;2388;3600;4920;4485
08-11-2020;3749;2582;3764;5319;4848
09-11-2020;3604;2481;3679;5113;4660
10-11-2020;3644;2474;3822;5098;4647
11-11-2020;3581;2432;3783;5011;4568
12-11-2020;3540;2404;3758;4953;4514
13-11-2020;3605;2448;3798;5044;4598
14-11-2020;3683;2501;3846;5153;4697
15-11-2020;3621;2459;3808;5067;4618
16-11-2020;3727;2531;3873;5215;4754
17-11-2020;4012;2691;4019;5545;5054
18-11-2020;3955;2653;3986;5465;4982
19-11-2020;3787;2540;3889;5233;4770
20-11-2020;3869;2595;3936;5346;4873
21-11-2020;4097;2748;4067;5661;5160
22-11-2020;3945;2646;3980;5452;4969
23-11-2020;4155;2787;4100;5742;5233
24-11-2020;4375;2901;4198;5976;5447
25-11-2020;4179;2771;4093;5709;5203
26-11-2020;3862;2561;3922;5276;4809
27-11-2020;3796;2517;3887;5186;4727
28-11-2020;3948;2617;3968;5393;4916
29-11-2020;4012;2660;4003;5481;4996
30-11-2020;4198;2783;4102;5734;5226
01-12-2020;4125;2702;4248;5567;5074
02-12-2020;4190;2744;4285;5654;5153
03-12-2020;4357;2854;4383;5880;5359
04-12-2020;4161;2725;4269;5615;5118
05-12-2020;4368;2861;4389;5895;5373
06-12-2020;4411;2889;4414;5952;5425
07-12-2020;4551;2980;4495;6141;5597
08-12-2020;4495;2912;4434;5999;5468
09-12-2020;4393;2845;4379;5863;5344
10-12-2020;4435;2873;4401;5919;5395
11-12-2020;4689;3037;4540;6257;5703
12-12-2020;4860;3148;4633;6486;5912
13-12-2020;5032;3259;4727;6715;6121
14-12-2020;5058;3276;4741;6749;6152
15-12-2020;5052;3239;4710;6675;6084
16-12-2020;5310;3405;4838;7015;6394
17-12-2020;5360;3437;4863;7082;6455
18-12-2020;5180;3321;4774;6844;6238
19-12-2020;5186;3326;4777;6852;6246
20-12-2020;5102;3272;4735;6741;6144
21-12-2020;4894;3138;4632;6466;5893
22-12-2020;5275;3350;4796;6903;6292
23-12-2020;5097;3237;4710;6670;6080
24-12-2020;5295;3363;4805;6929;6316
25-12-2020;5380;3417;4846;7040;6417
26-12-2020;5672;3603;4988;7424;6766
27-12-2020;5312;3374;4814;6951;6336
28-12-2020;5623;3572;4964;7359;6708
29-12-2020;5501;3462;4881;7134;6503
30-12-2020;5432;3419;4849;7045;6421
31-12-2020;5337;3359;4803;6921;6308
