date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
11-03-2016;886;708;846;5714;0
12-03-2016;932;745;870;6012;0
13-03-2016;1005;803;908;6482;0
14-03-2016;901;720;854;5813;0
15-03-2016;973;738;934;5956;0
16-03-2016;976;740;935;5974;0
17-03-2016;1107;840;1009;6776;0
18-03-2016;976;740;935;5972;0
19-03-2016;1028;780;965;6293;0
20-03-2016;1291;979;1113;7899;0
21-03-2016;1269;962;1101;7766;0
22-03-2016;1231;896;1051;7227;0
23-03-2016;1290;939;1080;7576;0
24-03-2016;1509;1098;1187;8862;0
25-03-2016;1421;1034;1144;8345;0
26-03-2016;1506;1096;1185;8843;0
27-03-2016;1358;988;1113;7972;0
28-03-2016;1321;961;1095;7757;0
29-03-2016;1373;962;1101;7766;0
30-03-2016;1331;933;1081;7529;0
31-03-2016;1289;904;1061;7294;0
01-04-2016;1345;943;1088;7611;0
02-04-2016;1425;999;1126;8064;0
03-04-2016;1420;996;1124;8036;0
04-04-2016;1470;1030;1147;8314;0
05-04-2016;1450;982;1151;7922;0
06-04-2016;1441;976;1147;7874;0
07-04-2016;1430;968;1141;7813;0
08-04-2016;1180;799;1021;6447;0
09-04-2016;1077;729;971;5881;0
10-04-2016;1045;707;955;5707;0
11-04-2016;975;660;921;5324;0
12-04-2016;961;750;1201;4978;0
13-04-2016;1036;808;1259;5365;0
14-04-2016;1012;790;1240;5241;0
15-04-2016;996;777;1228;5156;0
16-04-2016;984;767;1218;5093;0
17-04-2016;1042;813;1264;5397;0
18-04-2016;1120;874;1325;5802;0
19-04-2016;1167;872;1323;5787;0
20-04-2016;1116;833;1287;5532;0
21-04-2016;1027;767;1226;5089;0
22-04-2016;1030;769;1229;5106;0
23-04-2016;1089;813;1269;5398;0
24-04-2016;1066;796;1253;5284;0
25-04-2016;1002;748;1209;4965;0
26-04-2016;979;850;1373;4605;0
27-04-2016;1042;905;1428;4903;0
28-04-2016;1002;870;1392;4712;0
29-04-2016;978;849;1372;4602;0
30-04-2016;1015;881;1404;4773;0
01-05-2016;1012;879;1401;4761;0
02-05-2016;1068;927;1450;5022;0
03-05-2016;1056;900;1423;4730;0
04-05-2016;1065;908;1431;4773;0
05-05-2016;1054;899;1421;4722;0
06-05-2016;1020;870;1392;4569;0
07-05-2016;1023;872;1395;4583;0
08-05-2016;989;843;1366;4429;0
09-05-2016;959;818;1341;4298;0
10-05-2016;1014;950;1473;4319;0
11-05-2016;1051;985;1507;4477;0
12-05-2016;1071;1003;1526;4560;0
13-05-2016;1036;971;1494;4415;0
14-05-2016;1026;961;1483;4369;0
15-05-2016;1007;944;1466;4290;0
16-05-2016;1000;937;1460;4262;0
17-05-2016;1044;1000;1523;4236;0
18-05-2016;1079;1033;1556;4377;0
19-05-2016;1096;1049;1572;4445;0
20-05-2016;1210;1158;1681;4907;0
21-05-2016;1252;1199;1722;5080;0
22-05-2016;1205;1154;1677;4889;0
23-05-2016;1175;1125;1647;4764;0
24-05-2016;1207;1108;1631;4693;0
25-05-2016;1160;1065;1590;4509;0
26-05-2016;1152;1058;1583;4479;0
27-05-2016;1151;1056;1582;4474;0
28-05-2016;1232;1131;1652;4790;0
29-05-2016;1181;1084;1608;4592;0
30-05-2016;1220;1119;1642;4742;0
31-05-2016;1294;1142;1681;4837;0
01-06-2016;1275;1125;1664;4764;0
02-06-2016;1291;1139;1678;4826;0
03-06-2016;1317;1162;1700;4922;0
04-06-2016;1358;1198;1735;5074;0
05-06-2016;1397;1233;1768;5223;0
06-06-2016;1403;1238;1773;5243;0
07-06-2016;1450;1236;1771;5234;0
08-06-2016;1443;1229;1765;5207;0
09-06-2016;1609;1371;1897;5806;0
10-06-2016;1655;1410;1933;5973;0
11-06-2016;1647;1403;1927;5944;0
12-06-2016;1807;1539;2054;6520;0
13-06-2016;1850;1577;2088;6677;0
14-06-2016;2050;1704;2207;7217;0
15-06-2016;2166;1801;2275;7626;0
16-06-2016;2342;1947;2378;8246;0
17-06-2016;2596;2158;2526;9139;0
18-06-2016;2977;2474;2749;10480;0
19-06-2016;2767;2300;2626;9740;0
20-06-2016;2712;2254;2594;9549;0
21-06-2016;2429;1978;2400;8377;0
22-06-2016;2259;1839;2312;7788;0
23-06-2016;2353;1915;2360;8112;0
24-06-2016;2400;1954;2384;8274;0
25-06-2016;2345;1909;2356;8088;0
26-06-2016;2238;1822;2301;7718;0
27-06-2016;2228;1814;2296;7683;0
28-06-2016;2293;1826;2450;7734;0
29-06-2016;2386;1900;2502;8049;0
30-06-2016;2479;1974;2555;8361;0
01-07-2016;2562;2040;2602;8640;0
02-07-2016;2702;2152;2681;9113;0
03-07-2016;2629;2094;2640;8868;0
04-07-2016;2640;2103;2646;8906;0
05-07-2016;2728;2132;2668;9031;2600
06-07-2016;3049;2383;2827;10095;2906
07-07-2016;2993;2339;2799;9909;2853
08-07-2016;3116;2436;2860;10317;2970
09-07-2016;3076;2404;2840;10184;2932
10-07-2016;3009;2352;2807;9962;2868
11-07-2016;3119;2439;2862;10328;2973
12-07-2016;3175;2443;2864;10348;2979
13-07-2016;3091;2379;2827;10074;2900
14-07-2016;3207;2468;2878;10452;3009
15-07-2016;3182;2448;2867;10370;2985
16-07-2016;3167;2437;2861;10322;2972
17-07-2016;3177;2444;2865;10353;2980
18-07-2016;3123;2403;2842;10179;2930
19-07-2016;3090;2339;2914;9907;2852
20-07-2016;2863;2167;2808;9180;2643
21-07-2016;2826;2139;2791;9060;2608
22-07-2016;2972;2250;2859;9529;2743
23-07-2016;3069;2323;2905;9840;2833
24-07-2016;3055;2313;2898;9795;2820
25-07-2016;2997;2269;2871;9610;2767
26-07-2016;3015;2245;2964;9508;2737
27-07-2016;3209;2389;3061;10119;2913
28-07-2016;3061;2279;2987;9653;2779
29-07-2016;3125;2326;3019;9853;2836
30-07-2016;3159;2352;3036;9962;2868
31-07-2016;3013;2243;2963;9500;2735
01-08-2016;2801;2086;2858;8833;2543
02-08-2016;2503;1826;3014;7734;2227
03-08-2016;2654;1936;3108;8201;2361
04-08-2016;3116;2274;3394;9630;2772
05-08-2016;3021;2204;3335;9335;2687
06-08-2016;3174;2315;3430;9807;2823
07-08-2016;3196;2332;3444;9877;2844
08-08-2016;3204;2338;3449;9901;2850
09-08-2016;3503;2519;3603;10670;3072
10-08-2016;3444;2477;3576;10490;3020
11-08-2016;3379;2430;3546;10293;2963
12-08-2016;3332;2396;3525;10150;2922
13-08-2016;3392;2439;3552;10332;2974
14-08-2016;3428;2465;3568;10441;3006
15-08-2016;3728;2681;3706;11355;3269
16-08-2016;3819;2711;3724;11481;3305
17-08-2016;3877;2751;3749;11653;3355
18-08-2016;3798;2695;3715;11417;3287
19-08-2016;3991;2833;3799;11998;3454
20-08-2016;4224;2998;3899;12698;3655
21-08-2016;4394;3118;3973;13208;3802
22-08-2016;6911;4905;5060;20774;5981
23-08-2016;8218;5797;5603;24556;7069
24-08-2016;7711;5440;5498;23040;6633
25-08-2016;7228;5099;5399;21597;6217
26-08-2016;7285;5139;5410;21767;6266
27-08-2016;9241;6519;5815;27610;7949
28-08-2016;16579;11696;7333;49537;14261
29-08-2016;14807;10445;6966;44241;12736
30-08-2016;14849;10440;6965;44217;12729
31-08-2016;15009;10552;6983;44695;12867
01-09-2016;13997;9841;6864;41681;11999
02-09-2016;17861;12557;7320;53188;15312
03-09-2016;18520;13021;7397;55149;15877
04-09-2016;23415;16462;7974;69725;20073
05-09-2016;24416;17165;8092;72705;20931
06-09-2016;21831;15313;7782;64861;18673
07-09-2016;20736;14545;7691;61605;17735
08-09-2016;22336;15667;7823;66360;19104
09-09-2016;21783;15279;7778;64716;18631
10-09-2016;21443;15041;7750;63707;18340
11-09-2016;18731;13139;7526;55650;16021
12-09-2016;17584;12334;7431;52242;15040
13-09-2016;19127;13382;7832;56678;16317
14-09-2016;18467;12920;7768;54723;15754
15-09-2016;16543;11573;7582;49020;14112
16-09-2016;15660;10956;7496;46404;13359
17-09-2016;17012;11902;7627;50411;14512
18-09-2016;16613;11622;7588;49227;14172
19-09-2016;18565;12988;7777;55013;15838
20-09-2016;19639;13704;7882;58046;16711
21-09-2016;17473;12193;7672;51644;14867
22-09-2016;17893;12486;7713;52887;15225
23-09-2016;18973;13240;7817;56079;16144
24-09-2016;18728;13069;7793;55355;15936
25-09-2016;18050;12596;7728;53350;15359
26-09-2016;16560;11556;7584;48946;14091
27-09-2016;16449;11443;7932;48469;13953
28-09-2016;16611;11556;7951;48948;14091
29-09-2016;15392;10708;7806;45354;13057
30-09-2016;14867;10343;7744;43807;12611
01-10-2016;13005;9047;7523;38321;11032
02-10-2016;14676;10210;7721;43245;12450
03-10-2016;14048;9774;7647;41396;11917
04-10-2016;13571;9406;7982;39841;11470
05-10-2016;11992;8312;7749;35207;10136
06-10-2016;12727;8822;7857;37365;10757
07-10-2016;12223;8473;7783;35886;10331
08-10-2016;12202;8458;7780;35823;10313
09-10-2016;13264;9194;7936;38940;11210
10-10-2016;12308;8531;7795;36133;10402
11-10-2016;12959;8948;8032;37899;10911
12-10-2016;13019;8989;8041;38074;10961
13-10-2016;12312;8501;7929;36007;10366
14-10-2016;12329;8513;7932;36056;10380
15-10-2016;11688;8070;7831;34182;9841
16-10-2016;11357;7842;7778;33214;9562
17-10-2016;11191;7727;7752;32729;9422
18-10-2016;11742;8073;8082;34192;9843
19-10-2016;11838;8139;8099;34472;9924
20-10-2016;11727;8063;8079;34150;9831
21-10-2016;12122;8334;8150;35300;10162
22-10-2016;11653;8012;8066;33935;9769
23-10-2016;11651;8010;8065;33927;9767
24-10-2016;11474;7889;8034;33413;9619
25-10-2016;10941;7488;8132;31715;9130
26-10-2016;11093;7592;8162;32157;9257
27-10-2016;11164;7641;8175;32362;9317
28-10-2016;10288;7041;8003;29821;8585
29-10-2016;9241;6324;7797;26786;7711
30-10-2016;10013;6852;7949;29024;8356
31-10-2016;9197;6294;7789;26660;7675
01-11-2016;8517;5795;8182;24544;7066
02-11-2016;8144;5541;8085;23468;6756
03-11-2016;8837;6012;8264;25465;7331
04-11-2016;8760;5960;8244;25244;7267
05-11-2016;9073;6173;8325;26146;7527
06-11-2016;8972;6105;8299;25856;7444
07-11-2016;10370;7056;8660;29884;8603
08-11-2016;11464;7766;8930;32892;9469
09-11-2016;11230;7607;8884;32221;9276
10-11-2016;11076;7503;8854;31778;9148
11-11-2016;12306;8336;9095;35307;10164
12-11-2016;13496;9142;9329;38722;11148
13-11-2016;12891;8732;9210;36986;10648
14-11-2016;13998;9482;9427;40162;11562
15-11-2016;13295;8972;9279;38001;10940
16-11-2016;11992;8093;9054;34278;9868
17-11-2016;12368;8346;9119;35351;10177
18-11-2016;12243;8262;9097;34995;10075
19-11-2016;11937;8056;9045;34121;9823
20-11-2016;11994;8094;9054;34284;9870
21-11-2016;12385;8358;9122;35400;10191
22-11-2016;14057;9452;9403;40036;11526
23-11-2016;14469;9730;9471;41211;11864
24-11-2016;14272;9597;9439;40649;11702
25-11-2016;13794;9276;9359;39287;11310
26-11-2016;13938;9373;9383;39698;11429
27-11-2016;14495;9747;9476;41283;11885
28-11-2016;14432;9705;9465;41106;11834
29-11-2016;13951;9348;9453;39593;11398
30-11-2016;16416;11000;9877;46589;13412
01-12-2016;15736;10544;9760;44658;12856
02-12-2016;15107;10122;9651;42872;12342
03-12-2016;15180;10171;9664;43081;12402
04-12-2016;14306;9586;9514;40601;11688
05-12-2016;14515;9725;9549;41192;11859
06-12-2016;13894;9276;9503;39289;11311
07-12-2016;14528;9699;9614;41082;11827
08-12-2016;14352;9582;9583;40584;11684
09-12-2016;14637;9772;9633;41389;11915
10-12-2016;14321;9561;9578;40496;11658
11-12-2016;14569;9726;9621;41197;11860
12-12-2016;14827;9899;9667;41929;12071
13-12-2016;14979;9967;9685;42215;12153
14-12-2016;15537;10338;9778;43788;12606
15-12-2016;15562;10355;9782;43858;12626
16-12-2016;15725;10463;9809;44318;12758
17-12-2016;15382;10235;9752;43353;12481
18-12-2016;15911;10587;9841;44842;12910
19-12-2016;15948;10612;9847;44948;12940
20-12-2016;15624;10363;9784;43891;12636
21-12-2016;15348;10180;9739;43117;12413
22-12-2016;16495;10940;9926;46339;13340
23-12-2016;17706;11744;10124;49741;14320
24-12-2016;17896;11870;10155;50275;14474
25-12-2016;18035;11962;10178;50666;14586
26-12-2016;19041;12629;10342;53492;15400
27-12-2016;23570;15600;11073;66074;19022
28-12-2016;26182;17329;11361;73398;21130
29-12-2016;24395;16146;11164;68389;19688
30-12-2016;24094;15947;11131;67543;19445
31-12-2016;25605;16947;11298;71780;20665
