date;xmr
09-05-2016;0,825393
10-05-2016;0,829463
11-05-2016;0,85971
12-05-2016;0,875668
13-05-2016;0,847763
14-05-2016;0,838895
15-05-2016;0,823823
16-05-2016;0,818356
17-05-2016;0,813343
18-05-2016;0,840542
19-05-2016;0,853595
20-05-2016;0,942222
21-05-2016;0,975433
22-05-2016;0,938764
23-05-2016;0,91473
24-05-2016;0,901127
25-05-2016;0,865887
26-05-2016;0,860175
27-05-2016;0,859091
28-05-2016;0,919737
29-05-2016;0,881719
30-05-2016;0,910537
31-05-2016;0,928747
01-06-2016;0,914871
02-06-2016;0,92668
03-06-2016;0,945202
04-06-2016;0,974353
05-06-2016;1,00293
06-06-2016;1,00688
07-06-2016;1,00501
08-06-2016;0,999952
09-06-2016;1,11488
10-06-2016;1,14706
11-06-2016;1,14134
12-06-2016;1,2521
13-06-2016;1,28224
14-06-2016;1,38593
15-06-2016;1,46448
16-06-2016;1,58343
17-06-2016;1,75499
18-06-2016;2,0125
19-06-2016;1,87039
20-06-2016;1,83363
21-06-2016;1,6086
22-06-2016;1,4955
23-06-2016;1,5578
24-06-2016;1,58891
25-06-2016;1,55303
26-06-2016;1,48204
27-06-2016;1,47528
28-06-2016;1,48517
29-06-2016;1,54559
30-06-2016;1,6055
01-07-2016;1,65917
02-07-2016;1,75001
03-07-2016;1,70298
04-07-2016;1,71013
05-07-2016;1,73427
06-07-2016;1,93859
07-07-2016;1,90277
08-07-2016;1,98116
09-07-2016;1,95567
10-07-2016;1,91299
11-07-2016;1,98334
12-07-2016;1,98716
13-07-2016;1,93458
14-07-2016;2,00704
15-07-2016;1,99138
16-07-2016;1,98218
17-07-2016;1,98807
18-07-2016;1,95463
19-07-2016;1,90237
20-07-2016;1,76275
21-07-2016;1,73985
22-07-2016;1,82988
23-07-2016;1,88951
24-07-2016;1,88099
25-07-2016;1,84536
26-07-2016;1,82572
27-07-2016;1,94309
28-07-2016;1,85362
29-07-2016;1,89198
30-07-2016;1,91298
31-07-2016;1,82419
01-08-2016;1,69627
02-08-2016;1,48521
03-08-2016;1,57481
04-08-2016;1,84921
05-08-2016;1,79256
06-08-2016;1,88319
07-08-2016;1,89673
08-08-2016;1,90121
09-08-2016;2,04886
10-08-2016;2,01437
11-08-2016;1,97662
12-08-2016;1,94901
13-08-2016;1,98394
14-08-2016;2,00504
15-08-2016;2,18056
16-08-2016;2,20473
17-08-2016;2,23777
18-08-2016;2,19232
19-08-2016;2,30393
20-08-2016;2,43829
21-08-2016;2,53634
22-08-2016;3,98921
23-08-2016;4,71534
24-08-2016;4,42438
25-08-2016;4,14717
26-08-2016;4,17985
27-08-2016;5,30192
28-08-2016;9,51253
29-08-2016;8,49556
30-08-2016;8,49091
31-08-2016;8,58262
01-09-2016;8,00396
02-09-2016;10,2135
03-09-2016;10,5902
04-09-2016;13,3892
05-09-2016;13,9613
06-09-2016;12,4551
07-09-2016;11,8299
08-09-2016;12,743
09-09-2016;12,4273
10-09-2016;12,2336
11-09-2016;10,6863
12-09-2016;10,032
13-09-2016;10,8838
14-09-2016;10,5083
15-09-2016;9,4132
16-09-2016;8,91087
17-09-2016;9,68022
18-09-2016;9,45303
19-09-2016;10,5641
20-09-2016;11,1464
21-09-2016;9,91702
22-09-2016;10,1558
23-09-2016;10,7688
24-09-2016;10,6297
25-09-2016;10,2447
26-09-2016;9,39895
27-09-2016;9,30736
28-09-2016;9,39937
29-09-2016;8,70923
30-09-2016;8,41217
01-10-2016;7,35868
02-10-2016;8,30422
03-10-2016;7,94923
04-10-2016;7,65059
05-10-2016;6,76072
06-10-2016;7,17507
07-10-2016;6,89108
08-10-2016;6,87906
09-10-2016;7,47756
10-10-2016;6,93849
11-10-2016;7,27767
12-10-2016;7,3112
13-10-2016;6,91433
14-10-2016;6,9238
15-10-2016;6,5639
16-10-2016;6,37796
17-10-2016;6,28489
18-10-2016;6,56581
19-10-2016;6,61953
20-10-2016;6,55776
21-10-2016;6,77864
22-10-2016;6,51646
23-10-2016;6,51498
24-10-2016;6,41618
25-10-2016;6,09008
26-10-2016;6,17496
27-10-2016;6,21438
28-10-2016;5,72646
29-10-2016;5,14372
30-10-2016;5,57341
31-10-2016;5,11955
01-11-2016;4,71309
02-11-2016;4,5066
03-11-2016;4,8899
04-11-2016;4,84751
05-11-2016;5,02085
06-11-2016;4,9651
07-11-2016;5,73861
08-11-2016;6,31619
09-11-2016;6,18724
10-11-2016;6,10219
11-11-2016;6,77996
12-11-2016;7,43571
13-11-2016;7,10231
14-11-2016;7,71229
15-11-2016;7,29721
16-11-2016;6,58232
17-11-2016;6,78845
18-11-2016;6,72005
19-11-2016;6,55215
20-11-2016;6,58357
21-11-2016;6,79772
22-11-2016;7,68806
23-11-2016;7,91363
24-11-2016;7,80577
25-11-2016;7,54427
26-11-2016;7,62316
27-11-2016;7,92754
28-11-2016;7,89341
29-11-2016;7,60291
30-11-2016;8,94639
01-12-2016;8,57556
02-12-2016;8,23269
03-12-2016;8,27272
04-12-2016;7,7965
05-12-2016;7,91008
06-12-2016;7,54466
07-12-2016;7,88885
08-12-2016;7,7933
09-12-2016;7,94785
10-12-2016;7,77638
11-12-2016;7,91093
12-12-2016;8,0515
13-12-2016;8,10651
14-12-2016;8,40846
15-12-2016;8,42192
16-12-2016;8,51026
17-12-2016;8,32496
18-12-2016;8,61099
19-12-2016;8,63122
20-12-2016;8,42837
21-12-2016;8,2796
22-12-2016;8,89836
23-12-2016;9,55165
24-12-2016;9,65427
25-12-2016;9,72921
26-12-2016;10,272
27-12-2016;12,6881
28-12-2016;14,0944
29-12-2016;13,1325
30-12-2016;12,9702
31-12-2016;13,7838
