date;xmr
01-01-2016;0,497867
02-01-2016;0,532668
03-01-2016;0,500312
04-01-2016;0,517388
05-01-2016;0,499272
06-01-2016;0,505053
07-01-2016;0,492529
08-01-2016;0,488417
09-01-2016;0,490135
10-01-2016;0,488578
11-01-2016;0,482049
12-01-2016;0,490113
13-01-2016;0,484302
14-01-2016;0,486483
15-01-2016;0,428456
16-01-2016;0,496668
17-01-2016;0,450774
18-01-2016;0,502346
19-01-2016;0,545904
20-01-2016;0,535095
21-01-2016;0,549362
22-01-2016;0,536995
23-01-2016;0,61602
24-01-2016;0,62205
25-01-2016;0,581354
26-01-2016;0,584982
27-01-2016;0,61087
28-01-2016;0,563129
29-01-2016;0,51825
30-01-2016;0,511528
31-01-2016;0,483429
01-02-2016;0,497962
02-02-2016;0,501037
03-02-2016;0,491974
04-02-2016;0,507164
05-02-2016;0,496352
06-02-2016;0,480421
07-02-2016;0,479407
08-02-2016;0,481636
09-02-2016;0,46485
10-02-2016;0,480424
11-02-2016;0,516381
12-02-2016;0,612499
13-02-2016;0,804311
14-02-2016;0,846403
15-02-2016;0,791647
16-02-2016;0,935744
17-02-2016;0,733156
18-02-2016;0,774533
19-02-2016;0,819088
20-02-2016;0,824465
21-02-2016;0,782148
22-02-2016;0,77803
23-02-2016;0,756528
24-02-2016;0,801251
25-02-2016;0,806427
26-02-2016;0,813595
27-02-2016;0,8297
28-02-2016;0,870485
29-02-2016;0,870503
01-03-2016;0,847996
02-03-2016;0,827633
03-03-2016;1,09001
04-03-2016;1,09933
05-03-2016;1,20169
06-03-2016;1,20292
07-03-2016;1,07121
08-03-2016;1,18654
09-03-2016;1,2424
10-03-2016;1,09481
11-03-2016;1,09733
12-03-2016;1,15452
13-03-2016;1,24465
14-03-2016;1,11622
15-03-2016;1,14372
16-03-2016;1,14711
17-03-2016;1,30117
18-03-2016;1,14677
19-03-2016;1,20845
20-03-2016;1,51674
21-03-2016;1,49133
22-03-2016;1,38773
23-03-2016;1,45487
24-03-2016;1,70171
25-03-2016;1,60253
26-03-2016;1,69803
27-03-2016;1,5309
28-03-2016;1,48948
29-03-2016;1,49121
30-03-2016;1,44575
31-03-2016;1,40065
01-04-2016;1,46143
02-04-2016;1,54854
03-04-2016;1,54317
04-04-2016;1,59652
05-04-2016;1,52128
06-04-2016;1,512
07-04-2016;1,50027
08-04-2016;1,23797
09-04-2016;1,12924
10-04-2016;1,09583
11-04-2016;1,02242
12-04-2016;0,955986
13-04-2016;1,03028
14-04-2016;1,00645
15-04-2016;0,990145
16-04-2016;0,977983
17-04-2016;1,03634
18-04-2016;1,11417
19-04-2016;1,11118
20-04-2016;1,06227
21-04-2016;0,977233
22-04-2016;0,980429
23-04-2016;1,03663
24-04-2016;1,0146
25-04-2016;0,953362
26-04-2016;0,884295
27-04-2016;0,941531
28-04-2016;0,904794
29-04-2016;0,883684
30-04-2016;0,916537
01-05-2016;0,914293
02-05-2016;0,964395
03-05-2016;0,908237
04-05-2016;0,916455
05-05-2016;0,906841
06-05-2016;0,877466
07-05-2016;0,880058
08-05-2016;0,850586
