date;xmr
02-09-2020;91,081741
03-09-2020;77,981133
04-09-2020;82,348129
05-09-2020;77,705078
06-09-2020;80,332649
07-09-2020;82,53054
08-09-2020;83,902222
09-09-2020;84,380806
10-09-2020;83,46209
11-09-2020;88,388794
12-09-2020;86,505547
13-09-2020;89,504234
14-09-2020;92,65136
15-09-2020;91,123253
16-09-2020;86,605865
17-09-2020;92,426918
18-09-2020;92,299278
19-09-2020;95,738861
20-09-2020;93,361771
21-09-2020;88,952469
22-09-2020;92,954674
23-09-2020;87,806969
24-09-2020;92,772064
25-09-2020;90,754372
26-09-2020;93,27681
27-09-2020;96,934471
28-09-2020;92,660835
29-09-2020;98,187347
30-09-2020;106,420135
01-10-2020;102,308464
02-10-2020;100,334419
03-10-2020;102,877373
04-10-2020;104,170448
05-10-2020;110,697578
06-10-2020;106,808151
07-10-2020;110,771271
08-10-2020;111,223724
09-10-2020;111,223724
10-10-2020;115,837479
11-10-2020;125,921875
12-10-2020;125,921875
13-10-2020;125,921875
14-10-2020;128,701736
15-10-2020;129,831619
16-10-2020;120,188896
17-10-2020;120,038162
18-10-2020;123,626007
19-10-2020;125,404175
20-10-2020;117,945435
21-10-2020;121,752708
22-10-2020;127,067749
23-10-2020;127,296021
24-10-2020;128,995697
25-10-2020;130,799316
26-10-2020;132,02179
27-10-2020;133,728088
28-10-2020;126,350365
29-10-2020;124,282707
30-10-2020;122,950859
31-10-2020;126,335068
01-11-2020;126,555298
02-11-2020;118,734421
03-11-2020;120,733299
04-11-2020;115,955841
05-11-2020;119,812462
06-11-2020;119,481216
07-11-2020;111,313484
08-11-2020;120,334145
09-11-2020;115,659943
10-11-2020;115,334953
11-11-2020;113,365768
12-11-2020;112,046997
13-11-2020;114,112709
14-11-2020;116,577446
15-11-2020;114,620941
16-11-2020;117,98246
17-11-2020;125,430389
18-11-2020;123,641983
19-11-2020;118,385483
20-11-2020;120,944801
21-11-2020;128,06749
22-11-2020;123,333878
23-11-2020;129,889008
24-11-2020;135,200348
25-11-2020;129,145874
26-11-2020;119,351158
27-11-2020;117,31321
28-11-2020;122,003983
29-11-2020;123,992523
30-11-2020;129,714264
01-12-2020;125,928825
02-12-2020;127,89872
03-12-2020;133,017349
04-12-2020;127,017944
05-12-2020;133,36055
06-12-2020;134,650558
07-12-2020;138,924637
08-12-2020;135,71199
09-12-2020;132,628235
10-12-2020;133,896027
11-12-2020;141,556137
12-12-2020;146,723129
13-12-2020;151,909927
14-12-2020;152,683167
15-12-2020;150,995682
16-12-2020;158,70459
17-12-2020;160,220963
18-12-2020;154,821121
19-12-2020;155,017532
20-12-2020;152,500015
21-12-2020;146,271591
22-12-2020;156,173126
23-12-2020;150,897614
24-12-2020;156,756287
25-12-2020;159,268906
26-12-2020;167,939651
27-12-2020;157,25827
28-12-2020;166,487076
29-12-2020;161,393219
30-12-2020;159,372498
31-12-2020;156,572311
