S,call delta,gamma,vega,call theta,call rho
93,0.428296769,0.023873207,0.258099205,-0.022492624,0.175732777
94,0.452158225,0.023835228,0.263260090,-0.023151732,0.186887991
95,0.475938844,0.023712132,0.267502486,-0.023750151,0.198124282
96,0.499555431,0.023507885,0.270810832,-0.024285704,0.209401118
97,0.522929099,0.023227112,0.273179873,-0.024756945,0.220678795
98,0.545985867,0.022874988,0.274614234,-0.025163134,0.231918823
99,0.568657158,0.022457124,0.275127839,-0.025504215,0.243084260
100,0.590880178,0.021979457,0.274743217,-0.025780769,0.254140013
101,0.612598191,0.021448149,0.273490712,-0.025993969,0.265053093
102,0.633760690,0.020869482,0.271407617,-0.026145530,0.275792820
103,0.654323474,0.020249770,0.268537267,-0.026237648,0.286330989
104,0.674248637,0.019595274,0.264928098,-0.026272938,0.296641988
105,0.693504473,0.018912124,0.260632710,-0.026254374,0.306702877
106,0.712065317,0.018206261,0.255706930,-0.026185226,0.316493428
107,0.729911322,0.017483372,0.250208915,-0.026068998,0.325996125
108,0.747028188,0.016748854,0.244198291,-0.025909366,0.335196135
109,0.763406845,0.016007767,0.237735348,-0.025710126,0.344081247
110,0.779043104,0.015264813,0.230880293,-0.025475138,0.352641789
111,0.793937293,0.014524313,0.223692579,-0.025208273,0.360870520
112,0.808093863,0.013790198,0.216230300,-0.024913377,0.368762502
113,0.821520998,0.013065998,0.208549666,-0.024594223,0.376314964
114,0.834230215,0.012354851,0.200704552,-0.024254480,0.383527148
115,0.846235970,0.011659501,0.192746126,-0.023897684,0.390400153
116,0.857555275,0.010982315,0.184722544,-0.023527209,0.396936770
117,0.868207326,0.010325296,0.176678721,-0.023146250,0.403141316
118,0.878213145,0.009690098,0.168656163,-0.022757805,0.409019469
119,0.887595244,0.009078052,0.160692864,-0.022364665,0.414578108
120,0.896377310,0.008490181,0.152823252,-0.021969405,0.419825147
121,0.904583914,0.007927229,0.145078192,-0.021574380,0.424769392
122,0.912240238,0.007389682,0.137485028,-0.021181725,0.429420385
123,0.919371833,0.006877793,0.130067662,-0.020793354,0.433788273
124,0.926004394,0.006391606,0.122846671,-0.020410969,0.437883677
125,0.932163567,0.005930980,0.115839444,-0.020036060,0.441717570
126,0.937874773,0.005495608,0.109060344,-0.019669919,0.445301170
127,0.943163054,0.005085046,0.102520889,-0.019313646,0.448645838
128,0.948052947,0.004698727,0.096229938,-0.018968160,0.451762983
129,0.952568369,0.004335984,0.090193890,-0.018634211,0.454663990
130,0.956732525,0.003996066,0.084416891,-0.018312394,0.457360140
131,0.960567837,0.003678155,0.078901030,-0.018003154,0.459862549
132,0.964095882,0.003381384,0.073646549,-0.017706808,0.462182115
133,0.967337350,0.003104846,0.068652034,-0.017423549,0.464329472
134,0.970312009,0.002847610,0.063914610,-0.017153465,0.466314950
135,0.973038689,0.002608730,0.059430126,-0.016896544,0.468148542
136,0.975535270,0.002387255,0.055193326,-0.016652690,0.469839884
137,0.977818684,0.002182238,0.051198020,-0.016421734,0.471398229
138,0.979904919,0.001992742,0.047437230,-0.016203439,0.472832436
139,0.981809036,0.001817850,0.043903342,-0.015997516,0.474150964
140,0.983545187,0.001656663,0.040588232,-0.015803629,0.475361862
141,0.985126639,0.001508310,0.037483387,-0.015621404,0.476472771
142,0.986565804,0.001371951,0.034580017,-0.015450437,0.477490923
143,0.987874268,0.001246776,0.031869150,-0.015290302,0.478423152
144,0.989062825,0.001132011,0.029341719,-0.015140553,0.479275894
145,0.990141513,0.001026916,0.026988645,-0.015000735,0.480055201
146,0.991119647,0.000930790,0.024800896,-0.014870383,0.480766754
147,0.992005860,0.000842966,0.022769554,-0.014749034,0.481415868
148,0.992808135,0.000762814,0.020885858,-0.014636224,0.482007513
149,0.993533848,0.000689744,0.019141251,-0.014531492,0.482546324
150,0.994189797,0.000623197,0.017527413,-0.014434388,0.483036619
