date;crypto investment;savings
18-09-2020;3485,67;2600
19-09-2020;3533,36;2600
20-09-2020;3483,66;2600
21-09-2020;3332,06;2600
22-09-2020;3356,32;2600
23-09-2020;3256,77;2600
24-09-2020;3422,28;2600
25-09-2020;3408,5;2600
26-09-2020;3425,11;2600
27-09-2020;3431,48;2600
28-09-2020;3414,56;2600
29-09-2020;3455,17;2600
30-09-2020;3435,68;2600
01-10-2020;3383,35;2600
02-10-2020;3371,2;2600
03-10-2020;3364,93;2600
04-10-2020;3402,81;2600
05-10-2020;3440,89;2600
06-10-2020;3382,82;2600
07-10-2020;3401,13;2600
08-10-2020;3478,99;2600
09-10-2020;3528,63;2600
10-10-2020;3597,7;2600
11-10-2020;3625,67;2600
12-10-2020;3680,19;2600
13-10-2020;3638,96;2600
14-10-2020;3640,11;2600
15-10-2020;3661,08;2600
16-10-2020;3605,91;2600
17-10-2020;3617,37;2600
18-10-2020;3657,26;2600
19-10-2020;3739,64;2600
20-10-2020;3795,15;2600
21-10-2020;4084,13;2600
22-10-2020;4129,42;2600
23-10-2020;4118,48;2600
24-10-2020;4174,7;2600
25-10-2020;4150,21;2600
26-10-2020;4164,25;2600
27-10-2020;4348,64;2600
28-10-2020;4226,68;2600
29-10-2020;4279,74;2600
30-10-2020;4314,34;2600
31-10-2020;4389,02;2600
01-11-2020;4375,04;2600
02-11-2020;4315,61;2600
03-11-2020;4442,94;2600
04-11-2020;4501,35;2600
05-11-2020;4961,92;2600
06-11-2020;4957,47;2600
07-11-2020;4724,3;2600
08-11-2020;4929,98;2600
09-11-2020;4883,09;2600
10-11-2020;4869,9;2600
11-11-2020;5000,62;2600
12-11-2020;5183,74;2600
13-11-2020;5196,95;2600
14-11-2020;5117,43;2600
15-11-2020;5081,59;2600
16-11-2020;5323,8;2600
17-11-2020;5619,77;2600
18-11-2020;5670,28;2600
19-11-2020;5674,45;2600
20-11-2020;5930,58;2600
21-11-2020;5937,24;2600
22-11-2020;5850,54;2600
23-11-2020;5848,67;2600
24-11-2020;6085,41;2600
25-11-2020;5965,87;2600
26-11-2020;5462,19;2600
27-11-2020;5448,74;2600
28-11-2020;5642,7;2600
29-11-2020;5789,23;2600
30-11-2020;6250,5;2600
01-12-2020;5988,44;2600
02-12-2020;6115,23;2600
03-12-2020;6193,04;2600
04-12-2020;5955,56;2600
05-12-2020;6100,3;2600
06-12-2020;6161,1;2600
07-12-2020;6112,21;2600
08-12-2020;5834,98;2600
09-12-2020;5909,11;2600
10-12-2020;5817,1;2600
11-12-2020;5751,46;2600
12-12-2020;5988,65;2600
13-12-2020;6096,53;2600
14-12-2020;6129,74;2600
15-12-2020;6184,02;2600
16-12-2020;6787,07;2600
17-12-2020;7263,06;2600
18-12-2020;7369,06;2600
19-12-2020;7602,14;2600
20-12-2020;7477,13;2600
21-12-2020;7262,4;2600
22-12-2020;7574,5;2600
23-12-2020;7401,98;2600
24-12-2020;7559,5;2600
25-12-2020;7855,32;2600
26-12-2020;8419,76;2600
27-12-2020;8367,29;2600
28-12-2020;8626,06;2600
29-12-2020;8714,48;2600
30-12-2020;9185,36;2600
31-12-2020;9236,56;2600
