date;crypto investment;savings
01-01-2015;0;0
02-01-2015;0;0
03-01-2015;0;0
04-01-2015;0;0
05-01-2015;0;0
06-01-2015;50;50
07-01-2015;51.42;50
08-01-2015;49.5;50
09-01-2015;50.74;50
10-01-2015;48.01;50
11-01-2015;46.41;50
12-01-2015;46.79;50
13-01-2015;89.46;100
14-01-2015;70.54;100
15-01-2015;83.12;100
16-01-2015;82.42;100
17-01-2015;78.92;100
18-01-2015;83.31;100
19-01-2015;85.1;100
20-01-2015;133.7;150
21-01-2015;143.56;150
22-01-2015;147.68;150
23-01-2015;147.34;150
24-01-2015;156.81;150
25-01-2015;160.53;150
26-01-2015;173.03;150
27-01-2015;216.7;200
28-01-2015;192.39;200
29-01-2015;192.06;200
30-01-2015;186.23;200
31-01-2015;178.86;200
01-02-2015;186.68;200
02-02-2015;195.94;200
03-02-2015;236.92;250
04-02-2015;236.49;250
05-02-2015;226.33;250
06-02-2015;231.71;250
07-02-2015;237.43;250
08-02-2015;232.9;250
09-02-2015;229.46;250
10-02-2015;279.18;300
11-02-2015;278.35;300
12-02-2015;281.62;300
13-02-2015;298.97;300
14-02-2015;326.78;300
15-02-2015;298.21;300
16-02-2015;296.96;300
17-02-2015;359.36;350
18-02-2015;348.62;350
19-02-2015;354.46;350
20-02-2015;359.61;350
21-02-2015;360.73;350
22-02-2015;348.1;350
23-02-2015;352.4;350
24-02-2015;402.17;400
25-02-2015;400.04;400
26-02-2015;398.28;400
27-02-2015;427.6;400
28-02-2015;428.33;400
01-03-2015;438.34;400
02-03-2015;464.39;400
03-03-2015;524.55;450
04-03-2015;508.52;450
05-03-2015;514.27;450
06-03-2015;507.83;450
07-03-2015;514.42;450
08-03-2015;510.87;450
09-03-2015;539.27;450
10-03-2015;593.28;500
11-03-2015;602.68;500
12-03-2015;598.56;500
13-03-2015;580.22;500
14-03-2015;573.2;500
15-03-2015;582.37;500
16-03-2015;590.91;500
17-03-2015;630.56;550
18-03-2015;566.06;550
19-03-2015;576.28;550
20-03-2015;578.1;550
21-03-2015;574.29;550
22-03-2015;591.81;550
23-03-2015;589.12;550
24-03-2015;592.42;600
25-03-2015;593.87;600
26-03-2015;599.5;600
27-03-2015;595.88;600
28-03-2015;609.79;600
29-03-2015;585.47;600
30-03-2015;597.08;600
31-03-2015;639.11;650
01-04-2015;647.09;650
02-04-2015;662.09;650
03-04-2015;665.54;650
04-04-2015;663.9;650
05-04-2015;681.96;650
06-04-2015;668.6;650
07-04-2015;712.55;700
08-04-2015;689.59;700
09-04-2015;685.8;700
10-04-2015;664.4;700
11-04-2015;665.75;700
12-04-2015;664.63;700
13-04-2015;632.08;700
14-04-2015;666.8;750
15-04-2015;681.02;750
16-04-2015;695.44;750
17-04-2015;678.13;750
18-04-2015;679.57;750
19-04-2015;677.27;750
20-04-2015;683.43;750
21-04-2015;765.82;800
22-04-2015;762.26;800
23-04-2015;769.7;800
24-04-2015;752.79;800
25-04-2015;736.91;800
26-04-2015;714.26;800
27-04-2015;746.34;800
28-04-2015;785.17;850
