date;lumpsum1 crypto;lumpsum2 crypto;savings1;savings2
01-01-2016;0;0;0;0
02-01-2016;0;0;0;0
03-01-2016;0;0;0;0
04-01-2016;0;0;0;0
05-01-2016;2600;0;2600;0
06-01-2016;2582.82;0;2600;0
07-01-2016;2757.03;0;2600;0
08-01-2016;2728.03;0;2600;0
09-01-2016;2694.2;0;2600;0
10-01-2016;2696.49;0;2600;0
11-01-2016;2699.12;0;2600;0
12-01-2016;2622.45;0;2600;0
13-01-2016;2602.47;0;2600;0
14-01-2016;2590.04;0;2600;0
15-01-2016;2192.94;0;2600;0
16-01-2016;2332.61;0;2600;0
17-01-2016;2301.09;0;2600;0
18-01-2016;2330.39;0;2600;0
19-01-2016;2288.15;0;2600;0
20-01-2016;2529.4;0;2600;0
21-01-2016;2469.4;0;2600;0
22-01-2016;2302.25;0;2600;0
23-01-2016;2332.34;0;2600;0
24-01-2016;2425.51;0;2600;0
25-01-2016;2357.83;0;2600;0
26-01-2016;2360.4;0;2600;0
27-01-2016;2377.37;0;2600;0
28-01-2016;2288.99;0;2600;0
29-01-2016;2284.08;0;2600;0
30-01-2016;2276.75;0;2600;0
31-01-2016;2219.64;0;2600;0
01-02-2016;2245.45;0;2600;0
02-02-2016;2253.83;0;2600;0
03-02-2016;2226.75;0;2600;0
04-02-2016;2345;0;2600;0
05-02-2016;2326.67;0;2600;0
06-02-2016;2266.31;0;2600;0
07-02-2016;2266.9;0;2600;0
08-02-2016;2247.81;0;2600;0
09-02-2016;2263.35;0;2600;0
10-02-2016;2297.17;0;2600;0
11-02-2016;2285.17;0;2600;0
12-02-2016;2312.91;0;2600;0
13-02-2016;2358.64;0;2600;0
14-02-2016;2451.15;0;2600;0
15-02-2016;2408.74;0;2600;0
16-02-2016;2452.7;0;2600;0
17-02-2016;2505.87;0;2600;0
18-02-2016;2542.3;0;2600;0
19-02-2016;2532.74;0;2600;0
20-02-2016;2631.32;0;2600;0
21-02-2016;2641.16;0;2600;0
22-02-2016;2634.84;0;2600;0
23-02-2016;2532.44;0;2600;0
24-02-2016;2557.84;0;2600;0
25-02-2016;2555.36;0;2600;0
26-02-2016;2601.16;0;2600;0
27-02-2016;2603.36;0;2600;0
28-02-2016;2609.29;0;2600;0
29-02-2016;2634.53;0;2600;0
01-03-2016;2619.04;0;2600;0
02-03-2016;2552.02;0;2600;0
03-03-2016;2537.95;0;2600;0
04-03-2016;2473.47;0;2600;0
05-03-2016;2411.06;0;2600;0
06-03-2016;2454.02;0;2600;0
07-03-2016;2493.83;0;2600;0
08-03-2016;2491.73;0;2600;0
09-03-2016;2497.07;0;2600;0
10-03-2016;2510.74;0;2600;0
11-03-2016;2538.18;0;2600;0
12-03-2016;2477.6;0;2600;0
13-03-2016;2492.29;0;2600;0
14-03-2016;2506.57;0;2600;0
15-03-2016;2508.93;0;2600;0
16-03-2016;2510.02;0;2600;0
17-03-2016;2531.75;0;2600;0
18-03-2016;2465.1;0;2600;0
19-03-2016;2470.49;0;2600;0
20-03-2016;2490.42;0;2600;0
21-03-2016;2487.73;0;2600;0
22-03-2016;2516.51;0;2600;0
23-03-2016;2516.22;0;2600;0
24-03-2016;2506.31;0;2600;0
25-03-2016;2511.02;0;2600;0
26-03-2016;2515.64;0;2600;0
27-03-2016;2568.73;0;2600;0
28-03-2016;2553.48;0;2600;0
29-03-2016;2507.04;0;2600;0
30-03-2016;2496.81;0;2600;0
31-03-2016;2508.32;0;2600;0
01-04-2016;2515.73;0;2600;0
02-04-2016;2533.27;0;2600;0
03-04-2016;2533.45;0;2600;0
04-04-2016;2536.7;0;2600;0
05-04-2016;2552.27;0;2600;0
06-04-2016;2548.55;0;2600;0
07-04-2016;2544.53;0;2600;0
08-04-2016;2530.11;0;2600;0
09-04-2016;2524.47;0;2600;0
10-04-2016;2537.43;0;2600;0
11-04-2016;2542.96;0;2600;0
12-04-2016;2559.25;0;2600;0
13-04-2016;2550.49;0;2600;0
14-04-2016;2553.79;0;2600;0
15-04-2016;2586.48;0;2600;0
16-04-2016;2591.65;0;2600;0
17-04-2016;2572.55;0;2600;0
18-04-2016;2579.72;0;2600;0
19-04-2016;2621.36;0;2600;0
20-04-2016;2656.75;0;2600;0
21-04-2016;2705.12;0;2600;0
22-04-2016;2682.92;0;2600;0
23-04-2016;2710.28;0;2600;0
24-04-2016;2760.08;0;2600;0
25-04-2016;2777.36;0;2600;0
26-04-2016;2805.43;0;2600;0
27-04-2016;2676.6;0;2600;0
28-04-2016;2702.63;0;2600;0
29-04-2016;2739.26;0;2600;0
30-04-2016;2698.46;0;2600;0
01-05-2016;2719.87;0;2600;0
02-05-2016;2676.5;0;2600;0
03-05-2016;2710.41;0;2600;0
04-05-2016;2688.85;0;2600;0
05-05-2016;2696.4;0;2600;0
06-05-2016;2766.39;0;2600;0
07-05-2016;2759.96;0;2600;0
08-05-2016;2760.04;0;2600;0
09-05-2016;2771.68;0;2600;0
