date;dva1 crypto;dva2 crypto + cash;dva2 crypto;dva1 expenses;dva2 expenses;savings;no withdraw (dva1);full adjustment (dva2)
13-03-2017;503,42;503,42;503,42;405,83;405,83;500;0,41;0,41
14-03-2017;550;550;550;449,1;449,1;550;0,44;0,44
15-03-2017;554,26;554,26;554,26;449,1;449,1;550;0,44;0,44
16-03-2017;526,85;526,85;526,85;449,1;449,1;550;0,44;0,44
17-03-2017;488,01;488,01;488,01;449,1;449,1;550;0,44;0,44
18-03-2017;431,94;431,94;431,94;449,1;449,1;550;0,44;0,44
19-03-2017;459,84;459,84;459,84;449,1;449,1;550;0,44;0,44
20-03-2017;467,6;467,6;467,6;449,1;449,1;550;0,44;0,44
21-03-2017;600;600;600;552,09;552,09;600;0,54;0,54
22-03-2017;561,77;561,77;561,77;552,09;552,09;600;0,54;0,54
23-03-2017;556,12;556,12;556,12;552,09;552,09;600;0,54;0,54
24-03-2017;502;502;502;552,09;552,09;600;0,54;0,54
25-03-2017;520,88;520,88;520,88;552,09;552,09;600;0,54;0,54
26-03-2017;517,64;517,64;517,64;552,09;552,09;600;0,54;0,54
27-03-2017;559,96;559,96;559,96;552,09;552,09;600;0,54;0,54
28-03-2017;650;650;650;641,39;641,39;650;0,62;0,62
29-03-2017;645,54;645,54;645,54;641,39;641,39;650;0,62;0,62
30-03-2017;637,14;637,14;637,14;641,39;641,39;650;0,62;0,62
31-03-2017;665,29;665,29;665,29;641,39;641,39;650;0,62;0,62
01-04-2017;670,7;670,7;670,7;641,39;641,39;650;0,62;0,62
02-04-2017;684,15;684,15;684,15;641,39;641,39;650;0,62;0,62
03-04-2017;710;710;710;641,39;641,39;650;0,62;0,62
04-04-2017;703,45;703,45;700;641,39;641,39;700;0,62;0,62
05-04-2017;698,19;698,21;694,77;641,39;641,39;700;0,62;0,62
06-04-2017;734,13;733,98;730,53;641,39;641,39;700;0,62;0,62
07-04-2017;730,54;730,41;726,96;641,39;641,39;700;0,62;0,62
08-04-2017;729,95;729,82;726,38;641,39;641,39;700;0,62;0,62
09-04-2017;737,35;737,18;733,74;641,39;641,39;700;0,62;0,62
10-04-2017;736,89;736,73;733,28;641,39;641,39;700;0,62;0,62
11-04-2017;750;753,45;750;643,4;647,06;750;0,62;0,62
12-04-2017;747,11;750,56;747,11;643,4;647,06;750;0,62;0,62
13-04-2017;727,76;731,21;727,76;643,4;647,06;750;0,62;0,62
14-04-2017;726,68;730,12;726,68;643,4;647,06;750;0,62;0,62
15-04-2017;729,78;733,22;729,78;643,4;647,06;750;0,62;0,62
16-04-2017;736,26;739,71;736,26;643,4;647,06;750;0,62;0,62
17-04-2017;743,09;746,54;743,09;643,4;647,06;750;0,62;0,62
18-04-2017;800;803,45;800;689,25;692,92;800;0,66;0,66
19-04-2017;799,09;802,53;799,09;689,25;692,92;800;0,66;0,66
20-04-2017;811,49;814,94;811,49;689,25;692,92;800;0,66;0,66
21-04-2017;806,85;810,3;806,85;689,25;692,92;800;0,66;0,66
22-04-2017;813,23;816,68;813,23;689,25;692,92;800;0,66;0,66
23-04-2017;797,06;800,5;797,06;689,25;692,92;800;0,66;0,66
24-04-2017;825,41;828,85;825,41;689,25;692,92;800;0,66;0,66
25-04-2017;850;853,45;850;703,72;707,38;850;0,67;0,67
26-04-2017;860,47;863,92;860,47;703,72;707,38;850;0,67;0,67
27-04-2017;885,09;888,53;885,09;703,72;707,38;850;0,67;0,67
28-04-2017;884,25;887,69;884,25;703,72;707,38;850;0,67;0,67
29-04-2017;887,82;891,26;887,82;703,72;707,38;850;0,67;0,67
30-04-2017;905,35;908,79;905,35;703,72;707,38;850;0,67;0,67
01-05-2017;954,86;958,3;954,86;703,72;707,38;850;0,67;0,67
02-05-2017;975,83;979,27;900;703,72;707,38;900;0,67;0,62
03-05-2017;1000,86;1002,36;923,09;703,72;707,38;900;0,67;0,62
04-05-2017;1032,82;1031,83;952,56;703,72;707,38;900;0,67;0,62
05-05-2017;1044,76;1042,85;963,58;703,72;707,38;900;0,67;0,62
06-05-2017;1060,44;1057,31;978,04;703,72;707,38;900;0,67;0,62
07-05-2017;1072,47;1068,41;989,14;703,72;707,38;900;0,67;0,62
08-05-2017;1157,53;1146,86;1067,59;703,72;707,38;900;0,67;0,62
09-05-2017;1179,03;1166,69;950;703,72;707,38;950;0,67;0,54
10-05-2017;1200,37;1183,88;967,19;703,72;707,38;950;0,67;0,54
11-05-2017;1241,64;1217,13;1000,45;703,72;707,38;950;0,67;0,54
12-05-2017;1158,13;1149,85;933,16;703,72;707,38;950;0,67;0,54
13-05-2017;1212,32;1193,51;976,82;703,72;707,38;950;0,67;0,54
14-05-2017;1215;1195,67;978,98;703,72;707,38;950;0,67;0,54
15-05-2017;1167,66;1157,53;940,84;703,72;707,38;950;0,67;0,54
16-05-2017;1164,99;1216,69;1000;703,72;768,7;1000;0,67;0,58
17-05-2017;1235,27;1277,02;1060,33;703,72;768,7;1000;0,67;0,58
18-05-2017;1268,56;1305,59;1088,9;703,72;768,7;1000;0,67;0,58
19-05-2017;1335,1;1362,71;1146,02;703,72;768,7;1000;0,67;0,58
20-05-2017;1400,26;1418,64;1201,95;703,72;768,7;1000;0,67;0,58
21-05-2017;1371,03;1393,55;1176,86;703,72;768,7;1000;0,67;0,58
22-05-2017;1459,82;1469,77;1253,08;703,72;768,7;1000;0,67;0,58
23-05-2017;1558,57;1554,53;1050;703,72;768,7;1050;0,67;0,45
24-05-2017;1641,34;1610,29;1105,76;703,72;768,7;1050;0,67;0,45
25-05-2017;1548,2;1547,54;1043,01;703,72;768,7;1050;0,67;0,45
26-05-2017;1479,31;1501,14;996,6;703,72;768,7;1050;0,67;0,45
27-05-2017;1369,46;1427,13;922,6;703,72;768,7;1050;0,67;0,45
28-05-2017;1448;1480,04;975,51;703,72;768,7;1050;0,67;0,45
29-05-2017;1515,04;1525,2;1020,67;703,72;768,7;1050;0,67;0,45
30-05-2017;1461,21;1604,53;1100;703,72;884,29;1100;0,67;0,51
31-05-2017;1535,73;1660,63;1156,1;703,72;884,29;1100;0,67;0,51
01-06-2017;1617,32;1722,05;1217,52;703,72;884,29;1100;0,67;0,51
02-06-2017;1671,5;1762,84;1258,31;703,72;884,29;1100;0,67;0,51
03-06-2017;1689,5;1776,39;1271,86;703,72;884,29;1100;0,67;0,51
04-06-2017;1687,12;1774,6;1270,07;703,72;884,29;1100;0,67;0,51
05-06-2017;1804,67;1863,08;1358,55;703,72;884,29;1100;0,67;0,51
06-06-2017;1923,14;1952,27;1150;703,72;884,29;1150;0,67;0,4
07-06-2017;1835,13;1899,64;1097,37;703,72;884,29;1150;0,67;0,4
08-06-2017;1884,47;1929,15;1126,87;703,72;884,29;1150;0,67;0,4
09-06-2017;1896,69;1936,45;1134,18;703,72;884,29;1150;0,67;0,4
10-06-2017;1979,91;1986,22;1183,94;703,72;884,29;1150;0,67;0,4
11-06-2017;1986,89;1990,39;1188,12;703,72;884,29;1150;0,67;0,4
12-06-2017;1786,41;1870,51;1068,24;703,72;884,29;1150;0,67;0,4
13-06-2017;1824,96;2002,27;1200;703,72;993;1200;0,67;0,44
14-06-2017;1683,47;1909,24;1106,96;703,72;993;1200;0,67;0,44
15-06-2017;1655,4;1890,78;1088,51;703,72;993;1200;0,67;0,44
16-06-2017;1691,66;1914,62;1112,35;703,72;993;1200;0,67;0,44
17-06-2017;1783,89;1975,27;1173;703,72;993;1200;0,67;0,44
18-06-2017;1711,63;1927,75;1125,48;703,72;993;1200;0,67;0,44
19-06-2017;1739,37;1946;1143,72;703,72;993;1200;0,67;0,44
20-06-2017;1828,16;2052,27;1250;703,72;1040,89;1250;0,67;0,46
21-06-2017;1806,21;2037,26;1234,99;703,72;1040,89;1250;0,67;0,46
22-06-2017;1817,16;2044,75;1242,48;703,72;1040,89;1250;0,67;0,46
23-06-2017;1843,69;2062,89;1260,62;703,72;1040,89;1250;0,67;0,46
24-06-2017;1752,22;2000,35;1198,07;703,72;1040,89;1250;0,67;0,46
25-06-2017;1739,25;1991,48;1189,2;703,72;1040,89;1250;0,67;0,46
26-06-2017;1664,72;1940,52;1138,24;703,72;1040,89;1250;0,67;0,46
27-06-2017;1714,42;2102,27;1300;703,72;1168,67;1300;0,67;0,51
28-06-2017;1729,43;2113,65;1311,38;703,72;1168,67;1300;0,67;0,51
29-06-2017;1705,6;2095,59;1293,31;703,72;1168,67;1300;0,67;0,51
30-06-2017;1666,32;2065,8;1263,53;703,72;1168,67;1300;0,67;0,51
01-07-2017;1635,23;2042,23;1239,95;703,72;1168,67;1300;0,67;0,51
02-07-2017;1683,54;2078,86;1276,58;703,72;1168,67;1300;0,67;0,51
03-07-2017;1722,22;2108,19;1305,91;703,72;1168,67;1300;0,67;0,51
04-07-2017;1747,46;2152,27;1350;703,72;1193,61;1350;0,67;0,52
05-07-2017;1747,7;2152,46;1350,18;703,72;1193,61;1350;0,67;0,52
06-07-2017;1752,11;2155,86;1353,59;703,72;1193,61;1350;0,67;0,52
07-07-2017;1691,72;2109,21;1306,94;703,72;1193,61;1350;0,67;0,52
08-07-2017;1727,11;2136,55;1334,28;703,72;1193,61;1350;0,67;0,52
09-07-2017;1691,58;2109,1;1306,83;703,72;1193,61;1350;0,67;0,52
10-07-2017;1593,59;2033,4;1231,13;703,72;1193,61;1350;0,67;0,52
11-07-2017;1570,24;2202,27;1400;703,72;1380,52;1400;0,67;0,6
12-07-2017;1611,24;2238,83;1436,56;703,72;1380,52;1400;0,67;0,6
13-07-2017;1583,75;2214,32;1412,04;703,72;1380,52;1400;0,67;0,6
14-07-2017;1500,08;2139,72;1337,45;703,72;1380,52;1400;0,67;0,6
15-07-2017;1342,59;1999,3;1197,03;703,72;1380,52;1400;0,67;0,6
16-07-2017;1296,21;1957,96;1155,68;703,72;1380,52;1400;0,67;0,6
17-07-2017;1496,77;2136,77;1334,5;703,72;1380,52;1400;0,67;0,6
18-07-2017;1557,54;2252,27;1450;703,72;1441,85;1450;0,67;0,63
19-07-2017;1527,01;2223,85;1421,58;703,72;1441,85;1450;0,67;0,63
20-07-2017;1892,52;2564,12;1761,85;703,72;1441,85;1450;0,67;0,63
21-07-2017;1791,87;2470,43;1668,16;703,72;1441,85;1450;0,67;0,63
22-07-2017;1887,49;2559,45;1757,17;703,72;1441,85;1450;0,67;0,63
23-07-2017;1833,95;2509,6;1707,32;703,72;1441,85;1450;0,67;0,63
24-07-2017;1850,38;2524,89;1722,62;703,72;1441,85;1450;0,67;0,63
25-07-2017;1730,56;2413,35;1500;703,72;1441,85;1500;0,67;0,58
26-07-2017;1698,97;2385,97;1472,62;703,72;1441,85;1500;0,67;0,58
27-07-2017;1794,57;2468,83;1555,48;703,72;1441,85;1500;0,67;0,58
28-07-2017;1886,75;2548,73;1635,38;703,72;1441,85;1500;0,67;0,58
29-07-2017;1831,29;2500,66;1587,31;703,72;1441,85;1500;0,67;0,58
30-07-2017;1851,93;2518,55;1605,2;703,72;1441,85;1500;0,67;0,58
31-07-2017;1931,3;2587,34;1673,99;703,72;1441,85;1500;0,67;0,58
01-08-2017;1825,79;2495,89;1550;703,72;1441,85;1550;0,67;0,57
02-08-2017;1820,69;2491,57;1545,67;703,72;1441,85;1550;0,67;0,57
03-08-2017;1883,87;2545,2;1599,31;703,72;1441,85;1550;0,67;0,57
04-08-2017;1945,1;2597,18;1651,29;703,72;1441,85;1550;0,67;0,57
05-08-2017;2184,9;2800,76;1854,87;703,72;1441,85;1550;0,67;0,57
06-08-2017;2158,73;2778,54;1832,65;703,72;1441,85;1550;0,67;0,57
07-08-2017;2269,55;2872,63;1926,73;703,72;1441,85;1550;0,67;0,57
08-08-2017;2297,09;2896;1600;703,72;1441,85;1600;0,67;0,47
09-08-2017;2245,06;2859,76;1563,76;703,72;1441,85;1600;0,67;0,47
10-08-2017;2271,13;2877,92;1581,91;703,72;1441,85;1600;0,67;0,47
11-08-2017;2452,04;3003,93;1707,92;703,72;1441,85;1600;0,67;0,47
12-08-2017;2609,27;3113,44;1817,44;703,72;1441,85;1600;0,67;0,47
13-08-2017;2735,91;3201,66;1905,65;703,72;1441,85;1600;0,67;0,47
14-08-2017;2905,09;3319,49;2023,49;703,72;1441,85;1600;0,67;0,47
15-08-2017;2808,9;3252,5;1650;703,72;1441,85;1650;0,67;0,39
16-08-2017;2939,68;3329,32;1726,82;703,72;1441,85;1650;0,67;0,39
17-08-2017;2909,49;3311,59;1709,09;703,72;1441,85;1650;0,67;0,39
18-08-2017;2794,59;3244,09;1641,59;703,72;1441,85;1650;0,67;0,39
19-08-2017;2816,81;3257,14;1654,64;703,72;1441,85;1650;0,67;0,39
20-08-2017;2745,59;3215,3;1612,81;703,72;1441,85;1650;0,67;0,39
21-08-2017;2687,88;3181,4;1578,91;703,72;1441,85;1650;0,67;0,39
22-08-2017;2754,22;3302,5;1700;703,72;1523,97;1700;0,67;0,41
23-08-2017;2788,48;3323,64;1721,14;703,72;1523,97;1700;0,67;0,41
24-08-2017;2911,5;3399,58;1797,08;703,72;1523,97;1700;0,67;0,41
25-08-2017;2936,3;3414,88;1812,38;703,72;1523,97;1700;0,67;0,41
26-08-2017;2923,41;3406,92;1804,42;703,72;1523,97;1700;0,67;0,41
27-08-2017;2943,88;3419,56;1817,06;703,72;1523,97;1700;0,67;0,41
28-08-2017;2943,73;3419,47;1816,97;703,72;1523,97;1700;0,67;0,41
29-08-2017;3075,62;3500,87;1750;703,72;1523,97;1750;0,67;0,38
30-08-2017;3066,41;3495,63;1744,76;703,72;1523,97;1750;0,67;0,38
31-08-2017;3159,16;3548,41;1797,53;703,72;1523,97;1750;0,67;0,38
01-09-2017;3285,85;3620,49;1869,62;703,72;1523,97;1750;0,67;0,38
02-09-2017;3075,45;3500,78;1749,9;703,72;1523,97;1750;0,67;0,38
03-09-2017;3078,27;3502,38;1751,51;703,72;1523,97;1750;0,67;0,38
04-09-2017;2845,43;3369,9;1619,02;703,72;1523,97;1750;0,67;0,38
05-09-2017;2939,61;3550,87;1800;703,72;1651,36;1800;0,67;0,41
06-09-2017;3087,78;3641,6;1890,73;703,72;1651,36;1800;0,67;0,41
07-09-2017;3089,63;3642,74;1891,86;703,72;1651,36;1800;0,67;0,41
08-09-2017;2840,35;3490,1;1739,22;703,72;1651,36;1800;0,67;0,41
09-09-2017;2838,55;3488,99;1738,11;703,72;1651,36;1800;0,67;0,41
10-09-2017;2769,28;3446,58;1695,7;703,72;1651,36;1800;0,67;0,41
11-09-2017;2795,03;3462,34;1711,47;703,72;1651,36;1800;0,67;0,41
12-09-2017;2774,57;3600,87;1850;703,72;1802,42;1850;0,67;0,45
13-09-2017;2607,84;3489,71;1738,83;703,72;1802,42;1850;0,67;0,45
14-09-2017;2119,11;3163,83;1412,96;703,72;1802,42;1850;0,67;0,45
15-09-2017;2443,24;3379,95;1629,08;703,72;1802,42;1850;0,67;0,45
16-09-2017;2434,85;3374,36;1623,49;703,72;1802,42;1850;0,67;0,45
17-09-2017;2406,54;3355,48;1604,61;703,72;1802,42;1850;0,67;0,45
18-09-2017;2730,5;3571,49;1820,62;703,72;1802,42;1850;0,67;0,45
19-09-2017;2636,31;3650,87;1900;703,72;1944,6;1900;0,67;0,48
20-09-2017;2623,54;3641,67;1890,79;703,72;1944,6;1900;0,67;0,48
21-09-2017;2438,88;3508,59;1757,71;703,72;1944,6;1900;0,67;0,48
22-09-2017;2438,66;3508,42;1757,55;703,72;1944,6;1900;0,67;0,48
23-09-2017;2547,27;3586,7;1835,83;703,72;1944,6;1900;0,67;0,48
24-09-2017;2473,68;3533,66;1782,79;703,72;1944,6;1900;0,67;0,48
25-09-2017;2637,05;3651,41;1900,53;703,72;1944,6;1900;0,67;0,48
26-09-2017;2614,4;3700,87;1950;703,72;2010,39;1950;0,67;0,5
27-09-2017;2821,49;3855,34;2104,46;703,72;2010,39;1950;0,67;0,5
28-09-2017;2804,07;3842,34;2091,47;703,72;2010,39;1950;0,67;0,5
29-09-2017;2796,24;3836,5;2085,63;703,72;2010,39;1950;0,67;0,5
30-09-2017;2914,21;3924,49;2173,62;703,72;2010,39;1950;0,67;0,5
01-10-2017;2957,89;3957,07;2206,2;703,72;2010,39;1950;0,67;0,5
02-10-2017;2961,64;3959,87;2208,99;703,72;2010,39;1950;0,67;0,5
03-10-2017;2899,95;3913,86;2000;703,72;2010,39;2000;0,67;0,46
04-10-2017;2840,76;3873,04;1959,18;703,72;2010,39;2000;0,67;0,46
05-10-2017;2907,29;3918,92;2005,06;703,72;2010,39;2000;0,67;0,46
06-10-2017;2935,77;3938,56;2024,7;703,72;2010,39;2000;0,67;0,46
07-10-2017;2973,44;3964,54;2050,68;703,72;2010,39;2000;0,67;0,46
08-10-2017;3096,75;4049,58;2135,73;703,72;2010,39;2000;0,67;0,46
09-10-2017;3205,25;4124,42;2210,56;703,72;2010,39;2000;0,67;0,46
10-10-2017;3211,95;4129,03;2050;703,72;2010,39;2050;0,67;0,43
11-10-2017;3241,83;4148,11;2069,07;703,72;2010,39;2050;0,67;0,43
12-10-2017;3658,56;4414,08;2335,05;703,72;2010,39;2050;0,67;0,43
13-10-2017;3793,1;4499,95;2420,91;703,72;2010,39;2050;0,67;0,43
14-10-2017;3917,08;4579,07;2500,04;703,72;2010,39;2050;0,67;0,43
15-10-2017;3813,91;4513,23;2434,19;703,72;2010,39;2050;0,67;0,43
16-10-2017;3845,74;4533,55;2454,51;703,72;2010,39;2050;0,67;0,43
17-10-2017;3765,09;4482,07;2100;703,72;2010,39;2100;0,67;0,37
18-10-2017;3755,14;4476,52;2094,45;703,72;2010,39;2100;0,67;0,37
19-10-2017;3834,28;4520,66;2138,59;703,72;2010,39;2100;0,67;0,37
20-10-2017;4037,75;4634,15;2252,08;703,72;2010,39;2100;0,67;0,37
21-10-2017;4051,28;4641,7;2259,63;703,72;2010,39;2100;0,67;0,37
22-10-2017;4035,71;4633,01;2250,94;703,72;2010,39;2100;0,67;0,37
23-10-2017;3983,26;4603,75;2221,68;703,72;2010,39;2100;0,67;0,37
24-10-2017;3712,11;4532,07;2150;703,72;2089,94;2150;0,67;0,39
25-10-2017;3862,68;4619,27;2237,2;703,72;2089,94;2150;0,67;0,39
26-10-2017;3966,14;4679,2;2297,13;703,72;2089,94;2150;0,67;0,39
27-10-2017;3882,9;4630,98;2248,91;703,72;2089,94;2150;0,67;0,39
28-10-2017;3864,22;4620,16;2238,09;703,72;2089,94;2150;0,67;0,39
29-10-2017;4133,4;4776,07;2394;703,72;2089,94;2150;0,67;0,39
30-10-2017;4117,73;4767;2384,93;703,72;2089,94;2150;0,67;0,39
31-10-2017;4344,67;4898,44;2200;703,72;2089,94;2200;0,67;0,34
01-11-2017;4545,44;5000,1;2301,66;703,72;2089,94;2200;0,67;0,34
02-11-2017;4754,46;5105,94;2407,5;703,72;2089,94;2200;0,67;0,34
03-11-2017;4841,28;5149,91;2451,47;703,72;2089,94;2200;0,67;0,34
04-11-2017;4956,94;5208,47;2510,03;703,72;2089,94;2200;0,67;0,34
05-11-2017;4975,38;5217,81;2519,37;703,72;2089,94;2200;0,67;0,34
06-11-2017;4717,02;5086,98;2388,55;703,72;2089,94;2200;0,67;0,34
07-11-2017;4798,71;5128,35;2250;703,72;2089,94;2250;0,67;0,31
08-11-2017;5010,5;5227,65;2349,3;703,72;2089,94;2250;0,67;0,31
09-11-2017;4798,18;5128,1;2249,75;703,72;2089,94;2250;0,67;0,31
10-11-2017;4445,25;4962,62;2084,27;703,72;2089,94;2250;0,67;0,31
11-11-2017;4270,25;4880,57;2002,22;703,72;2089,94;2250;0,67;0,31
12-11-2017;3996,52;4752,22;1873,87;703,72;2089,94;2250;0,67;0,31
13-11-2017;4405,86;4944,15;2065,8;703,72;2089,94;2250;0,67;0,31
14-11-2017;4457,08;5178,35;2300;703,72;2300,13;2300;0,67;0,35
15-11-2017;4913,68;5413,97;2535,62;703,72;2300,13;2300;0,67;0,35
16-11-2017;5287,23;5606,73;2728,39;703,72;2300,13;2300;0,67;0,35
17-11-2017;5177,95;5550,34;2671,99;703,72;2300,13;2300;0,67;0,35
18-11-2017;5232,46;5578,47;2700,12;703,72;2300,13;2300;0,67;0,35
19-11-2017;5397,92;5663,86;2785,51;703,72;2300,13;2300;0,67;0,35
20-11-2017;5508,18;5720,75;2842,4;703,72;2300,13;2300;0,67;0,35
21-11-2017;5421,28;5675,91;2350;703,72;2300,13;2350;0,67;0,29
22-11-2017;5543,72;5728,98;2403,07;703,72;2300,13;2350;0,67;0,29
23-11-2017;5399,45;5666,45;2340,54;703,72;2300,13;2350;0,67;0,29
24-11-2017;5543,81;5729,02;2403,12;703,72;2300,13;2350;0,67;0,29
25-11-2017;5904,66;5885,44;2559,53;703,72;2300,13;2350;0,67;0,29
26-11-2017;6267,11;6042,56;2716,65;703,72;2300,13;2350;0,67;0,29
27-11-2017;6594,76;6184,58;2858,68;703,72;2300,13;2350;0,67;0,29
28-11-2017;6756,26;6254,59;2400;703,72;2300,13;2400;0,67;0,24
29-11-2017;6641,95;6213,99;2359,39;703,72;2300,13;2400;0,67;0,24
30-11-2017;6873,67;6296,3;2441,71;703,72;2300,13;2400;0,67;0,24
01-12-2017;7372,05;6473,34;2618,75;703,72;2300,13;2400;0,67;0,24
02-12-2017;7438,55;6496,96;2642,37;703,72;2300,13;2400;0,67;0,24
03-12-2017;7605,53;6556,27;2701,68;703,72;2300,13;2400;0,67;0,24
04-12-2017;7829,87;6635,97;2781,37;703,72;2300,13;2400;0,67;0,24
05-12-2017;8004,17;6697,88;2450;703,72;2300,13;2450;0,67;0,21
06-12-2017;9599,27;7186,13;2938,24;703,72;2300,13;2450;0,67;0,21
07-12-2017;12022,81;7927,95;3680,07;703,72;2300,13;2450;0,67;0,21
08-12-2017;11129,28;7654,45;3406,57;703,72;2300,13;2450;0,67;0,21
09-12-2017;10194,84;7368,43;3120,54;703,72;2300,13;2450;0,67;0,21
10-12-2017;10381,03;7425,42;3177,53;703,72;2300,13;2450;0,67;0,21
11-12-2017;11376,05;7729,98;3482,1;703,72;2300,13;2450;0,67;0,21
12-12-2017;11697,52;7828,38;2500;703,72;2300,13;2500;0,67;0,14
13-12-2017;11021;7683,8;2355,42;703,72;2300,13;2500;0,67;0,14
14-12-2017;11125,65;7706,16;2377,78;703,72;2300,13;2500;0,67;0,14
15-12-2017;11893,31;7870,23;2541,85;703,72;2300,13;2500;0,67;0,14
16-12-2017;13095,95;8127,25;2798,87;703,72;2300,13;2500;0,67;0,14
17-12-2017;12856,43;8076,06;2747,68;703,72;2300,13;2500;0,67;0,14
18-12-2017;12838,56;8072,25;2743,86;703,72;2300,13;2500;0,67;0,14
