date;dca;dva (no withdraw);dva (full);lump-sum;lump-sum mid-year
11-03-2016;520;509;509;2538;0
12-03-2016;508;497;497;2478;0
13-03-2016;511;500;500;2492;0
14-03-2016;514;503;503;2507;0
15-03-2016;564;550;550;2509;0
16-03-2016;564;550;550;2510;0
17-03-2016;569;555;555;2532;0
18-03-2016;554;540;540;2465;0
19-03-2016;555;542;542;2470;0
20-03-2016;560;546;546;2490;0
21-03-2016;559;545;545;2488;0
22-03-2016;616;600;600;2517;0
23-03-2016;616;600;600;2516;0
24-03-2016;613;598;598;2506;0
25-03-2016;614;599;599;2511;0
26-03-2016;616;600;600;2516;0
27-03-2016;629;612;612;2569;0
28-03-2016;625;609;609;2553;0
29-03-2016;663;650;650;2507;0
30-03-2016;661;647;647;2497;0
31-03-2016;664;650;650;2508;0
01-04-2016;666;652;652;2516;0
02-04-2016;670;657;657;2533;0
03-04-2016;670;657;657;2533;0
04-04-2016;671;658;658;2537;0
05-04-2016;725;700;700;2552;0
06-04-2016;724;699;699;2549;0
07-04-2016;723;698;698;2545;0
08-04-2016;719;694;694;2530;0
09-04-2016;718;692;692;2524;0
10-04-2016;721;696;696;2537;0
11-04-2016;723;697;697;2543;0
12-04-2016;777;750;750;2559;0
13-04-2016;775;747;747;2550;0
14-04-2016;776;748;748;2554;0
15-04-2016;786;758;758;2586;0
16-04-2016;787;759;759;2592;0
17-04-2016;781;754;754;2573;0
18-04-2016;784;756;756;2580;0
19-04-2016;846;800;800;2621;0
20-04-2016;858;811;811;2657;0
21-04-2016;873;826;826;2705;0
22-04-2016;866;819;819;2683;0
23-04-2016;875;827;827;2710;0
24-04-2016;891;842;842;2760;0
25-04-2016;897;848;848;2777;0
26-04-2016;956;856;856;2805;0
27-04-2016;912;817;817;2677;0
28-04-2016;921;825;825;2703;0
29-04-2016;933;836;836;2739;0
30-04-2016;919;824;824;2698;0
01-05-2016;927;830;830;2720;0
02-05-2016;912;817;817;2676;0
03-05-2016;973;900;906;2710;0
04-05-2016;966;893;899;2689;0
05-05-2016;968;895;902;2696;0
06-05-2016;993;919;925;2766;0
07-05-2016;991;916;923;2760;0
08-05-2016;991;916;923;2760;0
09-05-2016;995;920;927;2772;0
10-05-2016;1025;950;956;2714;0
11-05-2016;1029;954;960;2725;0
12-05-2016;1033;958;964;2737;0
13-05-2016;1035;960;966;2743;0
14-05-2016;1035;960;966;2743;0
15-05-2016;1040;964;970;2754;0
16-05-2016;1032;957;963;2734;0
17-05-2016;1081;1000;1006;2731;0
18-05-2016;1083;1002;1008;2736;0
19-05-2016;1045;967;973;2641;0
20-05-2016;1055;976;982;2665;0
21-05-2016;1056;977;983;2668;0
22-05-2016;1047;968;974;2644;0
23-05-2016;1058;979;985;2673;0
24-05-2016;1113;1050;1056;2684;0
25-05-2016;1122;1059;1065;2706;0
26-05-2016;1131;1067;1074;2729;0
27-05-2016;1181;1115;1121;2850;0
28-05-2016;1322;1248;1254;3190;0
29-05-2016;1313;1239;1245;3167;0
30-05-2016;1332;1257;1263;3213;0
31-05-2016;1376;1251;1257;3198;0
01-06-2016;1390;1264;1269;3232;0
02-06-2016;1393;1267;1271;3238;0
03-06-2016;1474;1340;1336;3426;0
04-06-2016;1483;1348;1343;3447;0
05-06-2016;1488;1354;1347;3461;0
06-06-2016;1516;1379;1369;3524;0
07-06-2016;1543;1358;1351;3471;0
08-06-2016;1556;1369;1361;3501;0
09-06-2016;1537;1353;1347;3459;0
10-06-2016;1545;1360;1353;3476;0
11-06-2016;1623;1428;1411;3652;0
12-06-2016;1800;1584;1543;4050;0
13-06-2016;1885;1658;1606;4240;0
14-06-2016;1884;1614;1568;4126;0
15-06-2016;1909;1635;1584;4180;0
16-06-2016;2106;1804;1710;4612;0
17-06-2016;2058;1763;1679;4508;0
18-06-2016;2078;1780;1692;4552;0
19-06-2016;2099;1798;1705;4597;0
20-06-2016;2026;1736;1659;4437;0
21-06-2016;1882;1570;1618;4013;0
22-06-2016;1683;1403;1486;3588;0
23-06-2016;1762;1469;1538;3756;0
24-06-2016;1878;1566;1616;4004;0
25-06-2016;1878;1566;1615;4003;0
26-06-2016;1777;1482;1548;3788;0
27-06-2016;1850;1543;1597;3944;0
28-06-2016;1877;1523;1668;3894;0
29-06-2016;1856;1507;1654;3852;0
30-06-2016;1953;1585;1721;4053;0
01-07-2016;1962;1592;1727;4071;0
02-07-2016;2041;1657;1782;4236;0
03-07-2016;1911;1551;1692;3965;0
04-07-2016;1983;1610;1742;4115;0
05-07-2016;1995;1579;1718;4037;2600
06-07-2016;2015;1595;1732;4077;2626
07-07-2016;1906;1508;1658;3856;2483
08-07-2016;1983;1569;1710;4012;2584
09-07-2016;1937;1533;1679;3918;2524
10-07-2016;1932;1529;1675;3909;2518
11-07-2016;1927;1525;1672;3898;2511
12-07-2016;2027;1565;1768;4000;2576
13-07-2016;1996;1541;1747;3939;2537
14-07-2016;2007;1549;1755;3961;2551
15-07-2016;2023;1562;1765;3992;2571
16-07-2016;2016;1556;1760;3977;2562
17-07-2016;2073;1600;1800;4090;2634
18-07-2016;2053;1585;1786;4051;2610
19-07-2016;2103;1584;1818;4050;2609
20-07-2016;2080;1567;1803;4007;2581
21-07-2016;2078;1566;1801;4003;2578
22-07-2016;2033;1532;1770;3916;2522
23-07-2016;2048;1543;1781;3946;2542
24-07-2016;2066;1557;1793;3980;2564
25-07-2016;2044;1540;1778;3937;2536
26-07-2016;2087;1535;1868;3923;2527
27-07-2016;2095;1541;1874;3939;2537
28-07-2016;2097;1542;1876;3943;2540
29-07-2016;2103;1547;1880;3954;2547
30-07-2016;2097;1542;1876;3943;2540
31-07-2016;2000;1471;1806;3760;2422
01-08-2016;1941;1427;1763;3649;2350
02-08-2016;1803;1550;1918;3295;2123
03-08-2016;1865;1603;1972;3409;2196
04-08-2016;1904;1637;2005;3481;2242
05-08-2016;1894;1628;1996;3461;2229
06-08-2016;1935;1664;2032;3538;2279
07-08-2016;1952;1678;2046;3567;2298
08-08-2016;1946;1673;2042;3558;2291
09-08-2016;1986;1664;2032;3538;2279
10-08-2016;2000;1676;2044;3564;2296
11-08-2016;1990;1668;2036;3546;2284
12-08-2016;1985;1664;2032;3537;2278
13-08-2016;1978;1658;2026;3525;2270
14-08-2016;1927;1615;1985;3434;2212
15-08-2016;1916;1606;1976;3414;2199
16-08-2016;2001;1650;2082;3476;2239
17-08-2016;1986;1638;2070;3450;2222
18-08-2016;1990;1641;2073;3457;2227
19-08-2016;1994;1645;2077;3465;2232
20-08-2016;2015;1662;2095;3501;2255
21-08-2016;2014;1661;2093;3499;2254
22-08-2016;2033;1677;2109;3532;2275
23-08-2016;2071;1700;2132;3512;2262
24-08-2016;2060;1691;2123;3492;2249
25-08-2016;2051;1684;2116;3478;2240
26-08-2016;2058;1689;2121;3489;2247
27-08-2016;2023;1661;2093;3431;2210
28-08-2016;2038;1672;2105;3454;2225
29-08-2016;2038;1673;2105;3456;2226
30-08-2016;2100;1750;2182;3476;2239
31-08-2016;2093;1744;2176;3464;2231
01-09-2016;2081;1734;2167;3445;2219
02-09-2016;2093;1744;2176;3464;2231
03-09-2016;2176;1813;2245;3601;2319
04-09-2016;2213;1844;2277;3663;2360
05-09-2016;2206;1838;2270;3651;2352
06-09-2016;2270;1850;2282;3674;2367
07-09-2016;2285;1862;2294;3699;2383
08-09-2016;2329;1898;2329;3770;2428
09-09-2016;2316;1887;2319;3749;2415
10-09-2016;2319;1889;2321;3753;2417
11-09-2016;2256;1839;2271;3652;2352
12-09-2016;2262;1843;2276;3661;2358
13-09-2016;2316;1850;2332;3667;2362
14-09-2016;2321;1854;2337;3676;2368
15-09-2016;2308;1844;2326;3655;2354
16-09-2016;2307;1843;2325;3653;2353
17-09-2016;2303;1840;2322;3647;2349
18-09-2016;2318;1852;2334;3671;2364
19-09-2016;2316;1850;2332;3667;2362
20-09-2016;2362;1900;2382;3661;2358
21-09-2016;2319;1865;2347;3594;2315
22-09-2016;2315;1862;2345;3589;2312
23-09-2016;2341;1883;2365;3629;2337
24-09-2016;2340;1882;2364;3627;2336
25-09-2016;2333;1877;2359;3616;2329
26-09-2016;2361;1899;2381;3660;2357
27-09-2016;2404;1950;2432;3649;2350
28-09-2016;2398;1945;2428;3640;2345
29-09-2016;2402;1948;2431;3646;2348
30-09-2016;2418;1961;2444;3670;2364
01-10-2016;2435;1975;2457;3696;2380
02-10-2016;2422;1965;2447;3677;2368
03-10-2016;2427;1969;2451;3684;2373
04-10-2016;2470;2000;2482;3673;2366
05-10-2016;2479;2008;2490;3687;2375
06-10-2016;2481;2009;2491;3690;2377
07-10-2016;2498;2023;2505;3714;2393
08-10-2016;2506;2029;2511;3726;2400
09-10-2016;2496;2021;2504;3712;2391
10-10-2016;2505;2029;2511;3726;2400
11-10-2016;2645;2101;2583;3859;2485
12-10-2016;2625;2085;2568;3829;2466
13-10-2016;2627;2087;2570;3833;2469
14-10-2016;2642;2099;2581;3854;2483
15-10-2016;2635;2093;2576;3844;2476
16-10-2016;2647;2103;2585;3862;2488
17-10-2016;2637;2095;2577;3847;2478
18-10-2016;2682;2100;2633;3840;2473
19-10-2016;2651;2076;2609;3795;2445
20-10-2016;2652;2077;2610;3797;2446
21-10-2016;2660;2083;2616;3809;2453
22-10-2016;2763;2164;2697;3956;2548
23-10-2016;2762;2163;2696;3955;2547
24-10-2016;2748;2152;2685;3935;2535
25-10-2016;2814;2165;2698;3958;2549
26-10-2016;2903;2233;2766;4083;2630
27-10-2016;2946;2266;2798;4143;2669
28-10-2016;2952;2270;2803;4151;2674
29-10-2016;3058;2352;2884;4301;2770
30-10-2016;3004;2310;2843;4225;2721
31-10-2016;3000;2307;2840;4219;2718
01-11-2016;3173;2402;2934;4393;2829
02-11-2016;3221;2439;2967;4459;2872
03-11-2016;2995;2267;2810;4145;2670
04-11-2016;3058;2315;2854;4233;2726
05-11-2016;3059;2315;2855;4234;2727
06-11-2016;3094;2342;2879;4283;2759
07-11-2016;3057;2315;2854;4232;2726
08-11-2016;3137;2337;2984;4273;2752
09-11-2016;3196;2381;3027;4353;2804
10-11-2016;3162;2355;3002;4307;2774
11-11-2016;3166;2358;3005;4312;2778
12-11-2016;3115;2321;2969;4244;2733
13-11-2016;3102;2311;2959;4226;2722
14-11-2016;3115;2321;2969;4244;2733
15-11-2016;3194;2342;3034;4283;2759
16-11-2016;3341;2450;3139;4479;2885
17-11-2016;3326;2439;3129;4460;2873
18-11-2016;3374;2474;3163;4524;2914
19-11-2016;3374;2474;3163;4524;2914
20-11-2016;3282;2406;3097;4400;2834
21-11-2016;3318;2433;3123;4450;2866
22-11-2016;3423;2473;3162;4522;2913
23-11-2016;3392;2451;3141;4482;2887
24-11-2016;3372;2437;3128;4456;2870
25-11-2016;3379;2441;3132;4464;2875
26-11-2016;3350;2421;3112;4426;2851
27-11-2016;3335;2410;3102;4406;2838
28-11-2016;3352;2422;3114;4429;2853
29-11-2016;3401;2421;3212;4428;2852
30-11-2016;3448;2455;3245;4488;2891
01-12-2016;3499;2491;3281;4555;2934
02-12-2016;3597;2561;3351;4683;3016
03-12-2016;3565;2538;3328;4642;2990
04-12-2016;3578;2547;3337;4658;3000
05-12-2016;3508;2497;3288;4567;2941
06-12-2016;3583;2516;3306;4600;2963
07-12-2016;3602;2528;3318;4623;2978
08-12-2016;3614;2537;3327;4640;2988
09-12-2016;3624;2544;3333;4652;2996
10-12-2016;3632;2550;3339;4663;3003
11-12-2016;3609;2534;3323;4633;2984
12-12-2016;3658;2568;3357;4695;3024
13-12-2016;3710;2569;3358;4698;3026
14-12-2016;3714;2572;3361;4704;3030
15-12-2016;3698;2561;3350;4683;3017
16-12-2016;3731;2584;3372;4724;3043
17-12-2016;3759;2603;3391;4760;3066
18-12-2016;3757;2602;3390;4758;3065
19-12-2016;3768;2609;3397;4771;3073
20-12-2016;3857;2636;3423;4821;3105
21-12-2016;4017;2746;3530;5022;3234
22-12-2016;4163;2846;3626;5204;3352
23-12-2016;4440;3035;3809;5549;3575
24-12-2016;4328;2959;3735;5410;3485
25-12-2016;4316;2950;3727;5394;3474
26-12-2016;4371;2988;3763;5463;3519
27-12-2016;4544;3072;3845;5617;3618
28-12-2016;4752;3212;3964;5874;3784
29-12-2016;4740;3205;3957;5860;3774
30-12-2016;4680;3164;3923;5786;3727
31-12-2016;4692;3172;3930;5801;3736
