date;dva1 crypto;dva2 crypto + cash;dva2 crypto;dva1 expenses;dva2 expenses;savings;no withdraw (dva1);full adjustment (dva2)
16-02-2016;350;350;350;340.46;340.46;350;0.86;0.86
17-02-2016;357.59;357.59;357.59;340.46;340.46;350;0.86;0.86
18-02-2016;362.79;362.79;362.79;340.46;340.46;350;0.86;0.86
19-02-2016;361.42;361.42;361.42;340.46;340.46;350;0.86;0.86
20-02-2016;375.49;375.49;375.49;340.46;340.46;350;0.86;0.86
21-02-2016;376.89;376.89;376.89;340.46;340.46;350;0.86;0.86
22-02-2016;375.99;375.99;375.99;340.46;340.46;350;0.86;0.86
23-02-2016;400;400;400;379.08;379.08;400;0.95;0.95
24-02-2016;404.01;404.01;404.01;379.08;379.08;400;0.95;0.95
25-02-2016;403.62;403.62;403.62;379.08;379.08;400;0.95;0.95
26-02-2016;410.85;410.85;410.85;379.08;379.08;400;0.95;0.95
27-02-2016;411.2;411.2;411.2;379.08;379.08;400;0.95;0.95
28-02-2016;412.14;412.14;412.14;379.08;379.08;400;0.95;0.95
29-02-2016;416.13;416.13;416.13;379.08;379.08;400;0.95;0.95
01-03-2016;450;450;450;415.4;415.4;450;1.03;1.03
02-03-2016;438.49;438.49;438.49;415.4;415.4;450;1.03;1.03
03-03-2016;436.07;436.07;436.07;415.4;415.4;450;1.03;1.03
04-03-2016;424.99;424.99;424.99;415.4;415.4;450;1.03;1.03
05-03-2016;414.27;414.27;414.27;415.4;415.4;450;1.03;1.03
06-03-2016;421.65;421.65;421.65;415.4;415.4;450;1.03;1.03
07-03-2016;428.49;428.49;428.49;415.4;415.4;450;1.03;1.03
08-03-2016;500;500;500;487.27;487.27;500;1.21;1.21
09-03-2016;501.07;501.07;501.07;487.27;487.27;500;1.21;1.21
10-03-2016;503.82;503.82;503.82;487.27;487.27;500;1.21;1.21
11-03-2016;509.32;509.32;509.32;487.27;487.27;500;1.21;1.21
12-03-2016;497.16;497.16;497.16;487.27;487.27;500;1.21;1.21
13-03-2016;500.11;500.11;500.11;487.27;487.27;500;1.21;1.21
14-03-2016;502.98;502.98;502.98;487.27;487.27;500;1.21;1.21
15-03-2016;550;550;550;533.82;533.82;550;1.32;1.32
16-03-2016;550.24;550.24;550.24;533.82;533.82;550;1.32;1.32
17-03-2016;555;555;555;533.82;533.82;550;1.32;1.32
18-03-2016;540.39;540.39;540.39;533.82;533.82;550;1.32;1.32
19-03-2016;541.57;541.57;541.57;533.82;533.82;550;1.32;1.32
20-03-2016;545.94;545.94;545.94;533.82;533.82;550;1.32;1.32
21-03-2016;545.35;545.35;545.35;533.82;533.82;550;1.32;1.32
22-03-2016;600;600;600;582.16;582.16;600;1.44;1.44
23-03-2016;599.93;599.93;599.93;582.16;582.16;600;1.44;1.44
24-03-2016;597.57;597.57;597.57;582.16;582.16;600;1.44;1.44
25-03-2016;598.69;598.69;598.69;582.16;582.16;600;1.44;1.44
26-03-2016;599.79;599.79;599.79;582.16;582.16;600;1.44;1.44
27-03-2016;612.45;612.45;612.45;582.16;582.16;600;1.44;1.44
28-03-2016;608.81;608.81;608.81;582.16;582.16;600;1.44;1.44
29-03-2016;650;650;650;634.42;634.42;650;1.56;1.56
30-03-2016;647.35;647.35;647.35;634.42;634.42;650;1.56;1.56
31-03-2016;650.33;650.33;650.33;634.42;634.42;650;1.56;1.56
01-04-2016;652.25;652.25;652.25;634.42;634.42;650;1.56;1.56
02-04-2016;656.8;656.8;656.8;634.42;634.42;650;1.56;1.56
03-04-2016;656.85;656.85;656.85;634.42;634.42;650;1.56;1.56
04-04-2016;657.69;657.69;657.69;634.42;634.42;650;1.56;1.56
05-04-2016;700;700;700;672.69;672.69;700;1.65;1.65
06-04-2016;698.98;698.98;698.98;672.69;672.69;700;1.65;1.65
07-04-2016;697.88;697.88;697.88;672.69;672.69;700;1.65;1.65
08-04-2016;693.92;693.92;693.92;672.69;672.69;700;1.65;1.65
09-04-2016;692.37;692.37;692.37;672.69;672.69;700;1.65;1.65
10-04-2016;695.93;695.93;695.93;672.69;672.69;700;1.65;1.65
11-04-2016;697.45;697.45;697.45;672.69;672.69;700;1.65;1.65
12-04-2016;750;750;750;720.78;720.78;750;1.76;1.76
13-04-2016;747.43;747.43;747.43;720.78;720.78;750;1.76;1.76
14-04-2016;748.4;748.4;748.4;720.78;720.78;750;1.76;1.76
15-04-2016;757.98;757.98;757.98;720.78;720.78;750;1.76;1.76
16-04-2016;759.49;759.49;759.49;720.78;720.78;750;1.76;1.76
17-04-2016;753.9;753.9;753.9;720.78;720.78;750;1.76;1.76
18-04-2016;756;756;756;720.78;720.78;750;1.76;1.76
19-04-2016;800;800;800;752.57;752.57;800;1.84;1.84
20-04-2016;810.8;810.8;810.8;752.57;752.57;800;1.84;1.84
21-04-2016;825.56;825.56;825.56;752.57;752.57;800;1.84;1.84
22-04-2016;818.79;818.79;818.79;752.57;752.57;800;1.84;1.84
23-04-2016;827.14;827.14;827.14;752.57;752.57;800;1.84;1.84
24-04-2016;842.33;842.33;842.33;752.57;752.57;800;1.84;1.84
25-04-2016;847.61;847.61;847.61;752.57;752.57;800;1.84;1.84
26-04-2016;856.17;856.17;850;752.57;752.57;850;1.84;1.82
27-04-2016;816.86;817.14;810.97;752.57;752.57;850;1.84;1.82
28-04-2016;824.8;825.03;818.86;752.57;752.57;850;1.84;1.82
29-04-2016;835.98;836.13;829.95;752.57;752.57;850;1.84;1.82
30-04-2016;823.53;823.76;817.59;752.57;752.57;850;1.84;1.82
01-05-2016;830.06;830.25;824.08;752.57;752.57;850;1.84;1.82
02-05-2016;816.83;817.11;810.94;752.57;752.57;850;1.84;1.82
03-05-2016;900;906.17;900;825.4;831.36;900;2;2
04-05-2016;892.84;899.01;892.84;825.4;831.36;900;2;2
05-05-2016;895.35;901.52;895.35;825.4;831.36;900;2;2
06-05-2016;918.59;924.76;918.59;825.4;831.36;900;2;2
07-05-2016;916.45;922.63;916.45;825.4;831.36;900;2;2
08-05-2016;916.48;922.65;916.48;825.4;831.36;900;2;2
09-05-2016;920.34;926.52;920.34;825.4;831.36;900;2;2
10-05-2016;950;956.17;950;874.22;880.18;950;2.11;2.11
11-05-2016;953.86;960.04;953.86;874.22;880.18;950;2.11;2.11
12-05-2016;958.16;964.33;958.16;874.22;880.18;950;2.11;2.11
13-05-2016;960.06;966.23;960.06;874.22;880.18;950;2.11;2.11
14-05-2016;960.06;966.24;960.06;874.22;880.18;950;2.11;2.11
15-05-2016;964.06;970.23;964.06;874.22;880.18;950;2.11;2.11
16-05-2016;956.89;963.06;956.89;874.22;880.18;950;2.11;2.11
17-05-2016;1000;1006.17;1000;918.13;924.09;1000;2.2;2.2
18-05-2016;1001.84;1008.02;1001.84;918.13;924.09;1000;2.2;2.2
19-05-2016;966.79;972.97;966.79;918.13;924.09;1000;2.2;2.2
20-05-2016;975.52;981.7;975.52;918.13;924.09;1000;2.2;2.2
21-05-2016;976.65;982.83;976.65;918.13;924.09;1000;2.2;2.2
22-05-2016;968.13;974.31;968.13;918.13;924.09;1000;2.2;2.2
23-05-2016;978.78;984.96;978.78;918.13;924.09;1000;2.2;2.2
24-05-2016;1050;1056.17;1050;985.32;991.29;1050;2.35;2.35
25-05-2016;1058.52;1064.69;1058.52;985.32;991.29;1050;2.35;2.35
26-05-2016;1067.43;1073.6;1067.43;985.32;991.29;1050;2.35;2.35
27-05-2016;1114.7;1120.88;1114.7;985.32;991.29;1050;2.35;2.35
28-05-2016;1247.91;1254.08;1247.91;985.32;991.29;1050;2.35;2.35
29-05-2016;1238.94;1245.12;1238.94;985.32;991.29;1050;2.35;2.35
30-05-2016;1256.91;1263.08;1256.91;985.32;991.29;1050;2.35;2.35
31-05-2016;1251.07;1257.25;1100;985.32;991.29;1100;2.35;2.07
01-06-2016;1264.1;1268.7;1111.46;985.32;991.29;1100;2.35;2.07
02-06-2016;1266.58;1270.88;1113.63;985.32;991.29;1100;2.35;2.07
03-06-2016;1340.09;1335.51;1178.26;985.32;991.29;1100;2.35;2.07
04-06-2016;1348.41;1342.83;1185.58;985.32;991.29;1100;2.35;2.07
05-06-2016;1353.7;1347.48;1190.24;985.32;991.29;1100;2.35;2.07
06-06-2016;1378.57;1369.34;1212.1;985.32;991.29;1100;2.35;2.07
07-06-2016;1357.52;1350.84;1150;985.32;991.29;1150;2.35;1.99
08-06-2016;1369.4;1360.9;1160.07;985.32;991.29;1150;2.35;1.99
09-06-2016;1352.89;1346.91;1146.08;985.32;991.29;1150;2.35;1.99
10-06-2016;1359.57;1352.58;1151.74;985.32;991.29;1150;2.35;1.99
11-06-2016;1428.45;1410.93;1210.09;985.32;991.29;1150;2.35;1.99
12-06-2016;1583.98;1542.68;1341.84;985.32;991.29;1150;2.35;1.99
13-06-2016;1658.35;1605.69;1404.85;985.32;991.29;1150;2.35;1.99
14-06-2016;1614.05;1568.16;1200;985.32;991.29;1200;2.35;1.75
15-06-2016;1635.03;1583.75;1215.6;985.32;991.29;1200;2.35;1.75
16-06-2016;1804.17;1709.5;1341.34;985.32;991.29;1200;2.35;1.75
17-06-2016;1763.2;1679.04;1310.89;985.32;991.29;1200;2.35;1.75
18-06-2016;1780.43;1691.85;1323.7;985.32;991.29;1200;2.35;1.75
19-06-2016;1798.22;1705.08;1336.92;985.32;991.29;1200;2.35;1.75
20-06-2016;1735.7;1658.6;1290.44;985.32;991.29;1200;2.35;1.75
21-06-2016;1569.54;1618.16;1250;985.32;1074.38;1250;2.35;1.88
22-06-2016;1403.47;1485.9;1117.74;985.32;1074.38;1250;2.35;1.88
23-06-2016;1469.07;1538.14;1169.98;985.32;1074.38;1250;2.35;1.88
24-06-2016;1566.35;1615.62;1247.46;985.32;1074.38;1250;2.35;1.88
25-06-2016;1565.94;1615.29;1247.13;985.32;1074.38;1250;2.35;1.88
26-06-2016;1481.76;1548.25;1180.09;985.32;1074.38;1250;2.35;1.88
27-06-2016;1542.75;1596.83;1228.67;985.32;1074.38;1250;2.35;1.88
28-06-2016;1523.27;1668.16;1300;985.32;1161.23;1300;2.35;2.01
29-06-2016;1506.53;1653.87;1285.71;985.32;1161.23;1300;2.35;2.01
30-06-2016;1585.28;1721.07;1352.92;985.32;1161.23;1300;2.35;2.01
01-07-2016;1592.24;1727.02;1358.86;985.32;1161.23;1300;2.35;2.01
02-07-2016;1656.77;1782.09;1413.93;985.32;1161.23;1300;2.35;2.01
03-07-2016;1550.73;1691.59;1323.43;985.32;1161.23;1300;2.35;2.01
04-07-2016;1609.59;1741.82;1373.66;985.32;1161.23;1300;2.35;2.01
05-07-2016;1578.9;1718.16;1350;985.32;1163.76;1350;2.35;2.01
06-07-2016;1594.68;1731.65;1363.5;985.32;1163.76;1350;2.35;2.01
07-07-2016;1508.11;1657.64;1289.48;985.32;1163.76;1350;2.35;2.01
08-07-2016;1569.24;1709.9;1341.74;985.32;1163.76;1350;2.35;2.01
09-07-2016;1532.59;1678.57;1310.41;985.32;1163.76;1350;2.35;2.01
10-07-2016;1528.83;1675.35;1307.19;985.32;1163.76;1350;2.35;2.01
11-07-2016;1524.82;1671.92;1303.76;985.32;1163.76;1350;2.35;2.01
12-07-2016;1564.59;1768.16;1400;985.32;1225.99;1400;2.35;2.11
13-07-2016;1540.85;1746.92;1378.76;985.32;1225.99;1400;2.35;2.11
14-07-2016;1549.35;1754.52;1386.36;985.32;1225.99;1400;2.35;2.11
15-07-2016;1561.54;1765.43;1397.27;985.32;1225.99;1400;2.35;2.11
16-07-2016;1555.68;1760.19;1392.03;985.32;1225.99;1400;2.35;2.11
17-07-2016;1599.69;1799.56;1431.41;985.32;1225.99;1400;2.35;2.11
18-07-2016;1584.73;1786.18;1418.02;985.32;1225.99;1400;2.35;2.11
19-07-2016;1584.16;1818.16;1450;985.32;1258.48;1450;2.35;2.15
20-07-2016;1567.26;1802.69;1434.53;985.32;1258.48;1450;2.35;2.15
21-07-2016;1565.68;1801.24;1433.08;985.32;1258.48;1450;2.35;2.15
22-07-2016;1531.79;1770.22;1402.06;985.32;1258.48;1450;2.35;2.15
23-07-2016;1543.42;1780.86;1412.7;985.32;1258.48;1450;2.35;2.15
24-07-2016;1556.9;1793.2;1425.05;985.32;1258.48;1450;2.35;2.15
25-07-2016;1539.98;1777.72;1409.56;985.32;1258.48;1450;2.35;2.15
26-07-2016;1534.53;1868.16;1500;985.32;1353.9;1500;2.35;2.3
27-07-2016;1540.58;1874.07;1505.91;985.32;1353.9;1500;2.35;2.3
28-07-2016;1542.19;1875.64;1507.48;985.32;1353.9;1500;2.35;2.3
29-07-2016;1546.8;1880.14;1511.99;985.32;1353.9;1500;2.35;2.3
30-07-2016;1542.22;1875.67;1507.51;985.32;1353.9;1500;2.35;2.3
31-07-2016;1470.72;1805.78;1437.63;985.32;1353.9;1500;2.35;2.3
01-08-2016;1427.38;1763.42;1395.26;985.32;1353.9;1500;2.35;2.3
02-08-2016;1550;1918.16;1550;1246.39;1643.98;1550;2.83;2.83
03-08-2016;1603.48;1971.64;1603.48;1246.39;1643.98;1550;2.83;2.83
04-08-2016;1637.27;2005.43;1637.27;1246.39;1643.98;1550;2.83;2.83
05-08-2016;1628.08;1996.24;1628.08;1246.39;1643.98;1550;2.83;2.83
06-08-2016;1664.14;2032.29;1664.14;1246.39;1643.98;1550;2.83;2.83
07-08-2016;1678.04;2046.2;1678.04;1246.39;1643.98;1550;2.83;2.83
08-08-2016;1673.41;2041.57;1673.41;1246.39;1643.98;1550;2.83;2.83
09-08-2016;1664.2;2032.36;1600;1246.39;1643.98;1600;2.83;2.72
10-08-2016;1676.38;2044.07;1611.71;1246.39;1643.98;1600;2.83;2.72
11-08-2016;1667.93;2035.95;1603.59;1246.39;1643.98;1600;2.83;2.72
12-08-2016;1663.52;2031.7;1599.34;1246.39;1643.98;1600;2.83;2.72
13-08-2016;1657.93;2026.33;1593.98;1246.39;1643.98;1600;2.83;2.72
14-08-2016;1615.14;1985.19;1552.83;1246.39;1643.98;1600;2.83;2.72
15-08-2016;1605.99;1976.39;1544.03;1246.39;1643.98;1600;2.83;2.72
16-08-2016;1650;2082.36;1650;1261.53;1722.19;1650;2.86;2.86
17-08-2016;1637.93;2070.29;1637.93;1261.53;1722.19;1650;2.86;2.86
18-08-2016;1641.08;2073.44;1641.08;1261.53;1722.19;1650;2.86;2.86
19-08-2016;1644.83;2077.19;1644.83;1261.53;1722.19;1650;2.86;2.86
20-08-2016;1662.17;2094.52;1662.17;1261.53;1722.19;1650;2.86;2.86
21-08-2016;1661.06;2093.41;1661.06;1261.53;1722.19;1650;2.86;2.86
22-08-2016;1676.61;2108.97;1676.61;1261.53;1722.19;1650;2.86;2.86
23-08-2016;1700;2132.36;1700;1294.45;1755.11;1700;2.91;2.91
24-08-2016;1690.58;2122.94;1690.58;1294.45;1755.11;1700;2.91;2.91
25-08-2016;1683.52;2115.88;1683.52;1294.45;1755.11;1700;2.91;2.91
26-08-2016;1689.03;2121.39;1689.03;1294.45;1755.11;1700;2.91;2.91
27-08-2016;1660.76;2093.11;1660.76;1294.45;1755.11;1700;2.91;2.91
28-08-2016;1672.31;2104.67;1672.31;1294.45;1755.11;1700;2.91;2.91
29-08-2016;1672.88;2105.24;1672.88;1294.45;1755.11;1700;2.91;2.91
30-08-2016;1750;2182.36;1750;1361.68;1822.34;1750;3.03;3.03
31-08-2016;1743.85;2176.2;1743.85;1361.68;1822.34;1750;3.03;3.03
01-09-2016;1734.24;2166.6;1734.24;1361.68;1822.34;1750;3.03;3.03
02-09-2016;1744.04;2176.4;1744.04;1361.68;1822.34;1750;3.03;3.03
03-09-2016;1812.75;2245.11;1812.75;1361.68;1822.34;1750;3.03;3.03
04-09-2016;1844.34;2276.69;1844.34;1361.68;1822.34;1750;3.03;3.03
05-09-2016;1838.14;2270.5;1838.14;1361.68;1822.34;1750;3.03;3.03
06-09-2016;1849.8;2282.15;1800;1361.68;1822.34;1800;3.03;2.95
07-09-2016;1862.24;2294.27;1812.11;1361.68;1822.34;1800;3.03;2.95
08-09-2016;1897.92;2328.98;1846.83;1361.68;1822.34;1800;3.03;2.95
09-09-2016;1887.45;2318.79;1836.64;1361.68;1822.34;1800;3.03;2.95
10-09-2016;1889.41;2320.7;1838.55;1361.68;1822.34;1800;3.03;2.95
11-09-2016;1838.53;2271.19;1789.04;1361.68;1822.34;1800;3.03;2.95
12-09-2016;1843.15;2275.69;1793.53;1361.68;1822.34;1800;3.03;2.95
13-09-2016;1850;2332.15;1850;1365.51;1875.86;1850;3.04;3.04
14-09-2016;1854.38;2336.54;1854.38;1365.51;1875.86;1850;3.04;3.04
15-09-2016;1843.67;2325.82;1843.67;1365.51;1875.86;1850;3.04;3.04
16-09-2016;1843.11;2325.27;1843.11;1365.51;1875.86;1850;3.04;3.04
17-09-2016;1840.11;2322.26;1840.11;1365.51;1875.86;1850;3.04;3.04
18-09-2016;1851.92;2334.08;1851.92;1365.51;1875.86;1850;3.04;3.04
19-09-2016;1849.96;2332.11;1849.96;1365.51;1875.86;1850;3.04;3.04
20-09-2016;1900;2382.15;1900;1418.33;1928.68;1900;3.12;3.12
21-09-2016;1865.13;2347.29;1865.13;1418.33;1928.68;1900;3.12;3.12
22-09-2016;1862.48;2344.63;1862.48;1418.33;1928.68;1900;3.12;3.12
23-09-2016;1882.91;2365.07;1882.91;1418.33;1928.68;1900;3.12;3.12
24-09-2016;1882.24;2364.39;1882.24;1418.33;1928.68;1900;3.12;3.12
25-09-2016;1876.62;2358.77;1876.62;1418.33;1928.68;1900;3.12;3.12
26-09-2016;1899.16;2381.31;1899.16;1418.33;1928.68;1900;3.12;3.12
27-09-2016;1950;2432.15;1950;1475.03;1985.38;1950;3.22;3.22
28-09-2016;1945.37;2427.53;1945.37;1475.03;1985.38;1950;3.22;3.22
29-09-2016;1948.48;2430.63;1948.48;1475.03;1985.38;1950;3.22;3.22
30-09-2016;1961.48;2443.64;1961.48;1475.03;1985.38;1950;3.22;3.22
01-10-2016;1975.15;2457.3;1975.15;1475.03;1985.38;1950;3.22;3.22
02-10-2016;1965.2;2447.36;1965.2;1475.03;1985.38;1950;3.22;3.22
03-10-2016;1969.2;2451.35;1969.2;1475.03;1985.38;1950;3.22;3.22
04-10-2016;2000;2482.15;2000;1512.04;2022.39;2000;3.28;3.28
05-10-2016;2007.56;2489.72;2007.56;1512.04;2022.39;2000;3.28;3.28
06-10-2016;2009.23;2491.39;2009.23;1512.04;2022.39;2000;3.28;3.28
07-10-2016;2022.67;2504.83;2022.67;1512.04;2022.39;2000;3.28;3.28
08-10-2016;2029.18;2511.34;2029.18;1512.04;2022.39;2000;3.28;3.28
09-10-2016;2021.46;2503.62;2021.46;1512.04;2022.39;2000;3.28;3.28
10-10-2016;2028.81;2510.96;2028.81;1512.04;2022.39;2000;3.28;3.28
11-10-2016;2101.17;2583.33;2050;1512.04;2022.39;2050;3.28;3.2
12-10-2016;2085.18;2567.72;2034.39;1512.04;2022.39;2050;3.28;3.2
13-10-2016;2087.13;2569.62;2036.29;1512.04;2022.39;2050;3.28;3.2
14-10-2016;2098.9;2581.11;2047.78;1512.04;2022.39;2050;3.28;3.2
15-10-2016;2093.22;2575.57;2042.24;1512.04;2022.39;2050;3.28;3.2
16-10-2016;2103;2585.11;2051.79;1512.04;2022.39;2050;3.28;3.2
17-10-2016;2095.01;2577.32;2043.99;1512.04;2022.39;2050;3.28;3.2
18-10-2016;2100;2633.33;2100;1521.07;2082.35;2100;3.29;3.29
19-10-2016;2075.51;2608.84;2075.51;1521.07;2082.35;2100;3.29;3.29
20-10-2016;2076.62;2609.95;2076.62;1521.07;2082.35;2100;3.29;3.29
21-10-2016;2083.11;2616.43;2083.11;1521.07;2082.35;2100;3.29;3.29
22-10-2016;2163.64;2696.97;2163.64;1521.07;2082.35;2100;3.29;3.29
23-10-2016;2162.91;2696.24;2162.91;1521.07;2082.35;2100;3.29;3.29
24-10-2016;2152.01;2685.34;2152.01;1521.07;2082.35;2100;3.29;3.29
25-10-2016;2164.61;2697.94;2150;1521.07;2082.35;2150;3.29;3.27
26-10-2016;2232.8;2765.67;2217.73;1521.07;2082.35;2150;3.29;3.27
27-10-2016;2265.75;2798.39;2250.46;1521.07;2082.35;2150;3.29;3.27
28-10-2016;2270.15;2802.77;2254.83;1521.07;2082.35;2150;3.29;3.27
29-10-2016;2351.88;2883.94;2336.01;1521.07;2082.35;2150;3.29;3.27
30-10-2016;2310.36;2842.7;2294.76;1521.07;2082.35;2150;3.29;3.27
31-10-2016;2307.42;2839.78;2291.84;1521.07;2082.35;2150;3.29;3.27
01-11-2016;2402.29;2934.01;2200;1521.07;2082.35;2200;3.29;3.01
02-11-2016;2438.62;2967.28;2233.27;1521.07;2082.35;2200;3.29;3.01
03-11-2016;2267.02;2810.14;2076.12;1521.07;2082.35;2200;3.29;3.01
04-11-2016;2314.87;2853.95;2119.94;1521.07;2082.35;2200;3.29;3.01
05-11-2016;2315.47;2854.5;2120.49;1521.07;2082.35;2200;3.29;3.01
06-11-2016;2342.15;2878.93;2144.92;1521.07;2082.35;2200;3.29;3.01
07-11-2016;2314.53;2853.64;2119.63;1521.07;2082.35;2200;3.29;3.01
08-11-2016;2336.64;2984.01;2250;1521.07;2192.47;2250;3.29;3.17
09-11-2016;2380.83;3026.57;2292.55;1521.07;2192.47;2250;3.29;3.17
10-11-2016;2355.35;3002.04;2268.02;1521.07;2192.47;2250;3.29;3.17
11-11-2016;2358.24;3004.82;2270.8;1521.07;2192.47;2250;3.29;3.17
12-11-2016;2320.86;2968.82;2234.8;1521.07;2192.47;2250;3.29;3.17
13-11-2016;2310.91;2959.24;2225.22;1521.07;2192.47;2250;3.29;3.17
14-11-2016;2320.75;2968.71;2234.7;1521.07;2192.47;2250;3.29;3.17
15-11-2016;2342.47;3034.01;2300;1521.07;2236.86;2300;3.29;3.23
16-11-2016;2449.71;3139.31;2405.3;1521.07;2236.86;2300;3.29;3.23
17-11-2016;2439.11;3128.9;2394.89;1521.07;2236.86;2300;3.29;3.23
18-11-2016;2474.02;3163.19;2429.17;1521.07;2236.86;2300;3.29;3.23
19-11-2016;2474.13;3163.29;2429.27;1521.07;2236.86;2300;3.29;3.23
20-11-2016;2406.35;3096.74;2362.72;1521.07;2236.86;2300;3.29;3.23
21-11-2016;2433.41;3123.31;2389.3;1521.07;2236.86;2300;3.29;3.23
22-11-2016;2473.24;3162.42;2350;1521.07;2236.86;2350;3.29;3.13
23-11-2016;2451.01;3141.3;2328.88;1521.07;2236.86;2350;3.29;3.13
24-11-2016;2436.84;3127.83;2315.41;1521.07;2236.86;2350;3.29;3.13
25-11-2016;2441.32;3132.08;2319.67;1521.07;2236.86;2350;3.29;3.13
26-11-2016;2420.69;3112.48;2300.07;1521.07;2236.86;2350;3.29;3.13
27-11-2016;2409.67;3102.01;2289.6;1521.07;2236.86;2350;3.29;3.13
28-11-2016;2422.11;3113.83;2301.41;1521.07;2236.86;2350;3.29;3.13
29-11-2016;2421.42;3212.42;2400;1521.07;2336.1;2400;3.29;3.26
30-11-2016;2454.62;3245.33;2432.91;1521.07;2336.1;2400;3.29;3.26
01-12-2016;2491.1;3281.49;2469.07;1521.07;2336.1;2400;3.29;3.26
02-12-2016;2560.79;3350.56;2538.14;1521.07;2336.1;2400;3.29;3.26
03-12-2016;2538.44;3328.41;2515.99;1521.07;2336.1;2400;3.29;3.26
04-12-2016;2547.39;3337.27;2524.85;1521.07;2336.1;2400;3.29;3.26
05-12-2016;2497.44;3287.77;2475.35;1521.07;2336.1;2400;3.29;3.26
06-12-2016;2515.63;3305.79;2450;1521.07;2336.1;2450;3.29;3.21
07-12-2016;2528.49;3318.32;2462.53;1521.07;2336.1;2450;3.29;3.21
08-12-2016;2537.31;3326.91;2471.11;1521.07;2336.1;2450;3.29;3.21
09-12-2016;2543.84;3333.27;2477.47;1521.07;2336.1;2450;3.29;3.21
10-12-2016;2549.95;3339.22;2483.42;1521.07;2336.1;2450;3.29;3.21
11-12-2016;2533.76;3323.45;2467.65;1521.07;2336.1;2450;3.29;3.21
12-12-2016;2567.85;3356.65;2500.85;1521.07;2336.1;2450;3.29;3.21
13-12-2016;2569.39;3358.15;2500;1521.07;2336.1;2500;3.29;3.2
14-12-2016;2572.43;3361.11;2502.96;1521.07;2336.1;2500;3.29;3.2
15-12-2016;2561.27;3350.25;2492.1;1521.07;2336.1;2500;3.29;3.2
16-12-2016;2583.71;3372.09;2513.94;1521.07;2336.1;2500;3.29;3.2
