date;crypto investment;savings
01-01-2016;0;0
02-01-2016;0;0
03-01-2016;0;0
04-01-2016;0;0
05-01-2016;0.11575146;0.11575146
06-01-2016;0.11575146;0.11652159
07-01-2016;0.11575146;0.10915886
08-01-2016;0.11575146;0.11031926
09-01-2016;0.11575146;0.11170414
10-01-2016;0.11575146;0.11160939
11-01-2016;0.11575146;0.11150062
12-01-2016;0.23051196;0.22952099
13-01-2016;0.23051196;0.23128286
14-01-2016;0.23051196;0.23239276
15-01-2016;0.23051196;0.27447569
16-01-2016;0.23051196;0.25804054
17-01-2016;0.23051196;0.26157536
18-01-2016;0.23051196;0.25828581
19-01-2016;0.36203933;0.39458214
20-01-2016;0.36203933;0.35694738
21-01-2016;0.36203933;0.36562002
22-01-2016;0.36203933;0.39216506
23-01-2016;0.36203933;0.38710577
24-01-2016;0.36203933;0.37223522
25-01-2016;0.36203933;0.3829207
26-01-2016;0.48954059;0.510005
27-01-2016;0.48954059;0.50636503
28-01-2016;0.48954059;0.52591582
29-01-2016;0.48954059;0.52704533
30-01-2016;0.48954059;0.52874383
31-01-2016;0.48954059;0.54234788
01-02-2016;0.48954059;0.53611254
02-02-2016;0.62307048;0.66764945
03-02-2016;0.62307048;0.67576881
04-02-2016;0.62307048;0.64169367
05-02-2016;0.62307048;0.64674852
06-02-2016;0.62307048;0.66397182
07-02-2016;0.62307048;0.66379906
08-02-2016;0.62307048;0.66943905
09-02-2016;0.75603895;0.79781082
10-02-2016;0.75603895;0.78606261
11-02-2016;0.75603895;0.79019319
12-02-2016;0.75603895;0.78071529
13-02-2016;0.75603895;0.76557957
14-02-2016;0.75603895;0.73668441
15-02-2016;0.75603895;0.74965329
16-02-2016;0.87874194;0.85892098
17-02-2016;0.87874194;0.84069544
18-02-2016;0.87874194;0.82865148
19-02-2016;0.87874194;0.83177869
20-02-2016;0.87874194;0.80061487
21-02-2016;0.87874194;0.79763353
22-02-2016;0.87874194;0.7995468
23-02-2016;0.99758131;0.95071496
24-02-2016;0.99758131;0.94127616
25-02-2016;0.99758131;0.94218737
26-02-2016;0.99758131;0.92560023
27-02-2016;0.99758131;0.92481484
28-02-2016;0.99758131;0.92271352
29-02-2016;0.99758131;0.91387423
01-03-2016;1.11249135;1.03419037
02-03-2016;1.11249135;1.06134825
03-03-2016;1.11249135;1.06723333
04-03-2016;1.11249135;1.09505305
05-03-2016;1.11249135;1.12339914
06-03-2016;1.11249135;1.10373381
07-03-2016;1.11249135;1.08611435
08-03-2016;1.23327247;1.2078112
09-03-2016;1.23327247;1.2052259
10-03-2016;1.23327247;1.19866417
11-03-2016;1.23327247;1.18570513
12-03-2016;1.23327247;1.21470082
13-03-2016;1.23327247;1.20753987
14-03-2016;1.23327247;1.20065896
15-03-2016;1.35322546;1.3194828
16-03-2016;1.35322546;1.3189101
17-03-2016;1.35322546;1.30759044
18-03-2016;1.35322546;1.34294392
19-03-2016;1.35322546;1.34001228
20-03-2016;1.35322546;1.32928906
21-03-2016;1.35322546;1.33072992
22-03-2016;1.47281722;1.43510118
23-03-2016;1.47281722;1.43526597
24-03-2016;1.47281722;1.44094291
25-03-2016;1.47281722;1.43823844
26-03-2016;1.47281722;1.43559557
27-03-2016;1.47281722;1.40592593
28-03-2016;1.47281722;1.41432384
29-03-2016;1.59286063;1.56056433
30-03-2016;1.59286063;1.56695977
31-03-2016;1.59286063;1.55976664
01-04-2016;1.59286063;1.55517278
02-04-2016;1.59286063;1.54440893
03-04-2016;1.59286063;1.54429517
04-04-2016;1.59286063;1.54231642
05-04-2016;1.71077682;1.6508266
06-04-2016;1.71077682;1.65323221
07-04-2016;1.71077682;1.65584456
08-04-2016;1.71077682;1.6652829
09-04-2016;1.71077682;1.66900721
10-04-2016;1.71077682;1.66048336
11-04-2016;1.71077682;1.65687139
12-04-2016;1.8283713;1.7639173
13-04-2016;1.8283713;1.7699783
14-04-2016;1.8283713;1.76769219
15-04-2016;1.8283713;1.74535091
16-04-2016;1.8283713;1.74186899
17-04-2016;1.8283713;1.7548006
18-04-2016;1.8283713;1.74992007
19-04-2016;1.94317949;1.83693103
20-04-2016;1.94317949;1.81246018
21-04-2016;1.94317949;1.78005234
22-04-2016;1.94317949;1.79478033
23-04-2016;1.94317949;1.77666435
24-04-2016;1.94317949;1.74461081
25-04-2016;1.94317949;1.73375581
26-04-2016;2.05045514;1.82368608
27-04-2016;2.05045514;1.91145677
28-04-2016;2.05045514;1.89304945
29-04-2016;2.05045514;1.86773375
30-04-2016;2.05045514;1.89597565
01-05-2016;2.05045514;1.88105118
02-05-2016;2.05045514;1.91153417
03-05-2016;2.16149125;1.99864986
04-05-2016;2.16149125;2.01467586
05-05-2016;2.16149125;2.00903614
06-05-2016;2.16149125;1.95821177
07-05-2016;2.16149125;1.96276842
08-05-2016;2.16149125;1.96271708
09-05-2016;2.16149125;1.95446954
10-05-2016;2.27238181;2.10692073
11-05-2016;2.27238181;2.09839022
12-05-2016;2.27238181;2.08898647
13-05-2016;2.27238181;2.08484204
14-05-2016;2.27238181;2.08483757
15-05-2016;2.27238181;2.07619417
16-05-2016;2.27238181;2.09176003
17-05-2016;2.38256664;2.20369653
18-05-2016;2.38256664;2.19964416
19-05-2016;2.38256664;2.27938413
20-05-2016;2.38256664;2.25898854
21-05-2016;2.38256664;2.25637884
22-05-2016;2.38256664;2.27622957
23-05-2016;2.38256664;2.25146627
24-05-2016;2.49467904;2.35436045
25-05-2016;2.49467904;2.33541445
26-05-2016;2.49467904;2.31591762
27-05-2016;2.49467904;2.2176977
28-05-2016;2.49467904;1.98098265
29-05-2016;2.49467904;1.99531397
30-05-2016;2.49467904;1.96679299
31-05-2016;2.5887726;2.07005835
01-06-2016;2.5887726;2.04872241
02-06-2016;2.5887726;2.04471614
03-06-2016;2.5887726;1.93255737
04-06-2016;2.5887726;1.92063587
05-06-2016;2.5887726;1.91312004
06-06-2016;2.5887726;1.87861745
07-06-2016;2.67548828;1.99446065
08-06-2016;2.67548828;1.97715094
09-06-2016;2.67548828;2.00128777
10-06-2016;2.67548828;1.99144554
11-06-2016;2.67548828;1.89541593
12-06-2016;2.67548828;1.70931533
13-06-2016;2.67548828;1.6326508
14-06-2016;2.74842146;1.75039634
15-06-2016;2.74842146;1.72793892
16-06-2016;2.74842146;1.56595002
17-06-2016;2.74842146;1.60233086
18-06-2016;2.74842146;1.58682514
19-06-2016;2.74842146;1.57113098
20-06-2016;2.74842146;1.62772336
