date;crypto investment;savings
01-01-2019;0.01300891;0.01300891
02-01-2019;0.01300891;0.01267938
03-01-2019;0.01300891;0.01303189
04-01-2019;0.01300891;0.01296103
05-01-2019;0.01300891;0.01300324
06-01-2019;0.01300891;0.01226502
07-01-2019;0.01300891;0.01242159
08-01-2019;0.02541325;0.02480868
09-01-2019;0.02541325;0.02478133
10-01-2019;0.02541325;0.02718186
11-01-2019;0.02541325;0.02711963
12-01-2019;0.02541325;0.0273127
13-01-2019;0.02541325;0.0281456
14-01-2019;0.02541325;0.02698289
15-01-2019;0.03918479;0.04131463
16-01-2019;0.03918479;0.04103959
17-01-2019;0.03918479;0.04077678
18-01-2019;0.03918479;0.04100782
19-01-2019;0.03918479;0.04022992
20-01-2019;0.03918479;0.04165494
21-01-2019;0.03918479;0.04194593
22-01-2019;0.05305604;0.05548501
23-01-2019;0.05305604;0.05578609
24-01-2019;0.05305604;0.0555422
25-01-2019;0.05305604;0.05555917
26-01-2019;0.05305604;0.05551761
27-01-2019;0.05305604;0.0558041
28-01-2019;0.05305604;0.05762941
29-01-2019;0.06755671;0.07250334
30-01-2019;0.06755671;0.0717117
31-01-2019;0.06755671;0.07230046
01-02-2019;0.06755671;0.07167544
02-02-2019;0.06755671;0.07100133
03-02-2019;0.06755671;0.07217062
04-02-2019;0.06755671;0.07227201
05-02-2019;0.08198107;0.08654618
06-02-2019;0.08198107;0.08787944
07-02-2019;0.08198107;0.08824901
08-02-2019;0.08198107;0.08181565
09-02-2019;0.08198107;0.08171707
10-02-2019;0.08198107;0.08129667
11-02-2019;0.08198107;0.08222713
12-02-2019;0.09566647;0.0957978
13-02-2019;0.09566647;0.09636377
14-02-2019;0.09566647;0.09676846
15-02-2019;0.09566647;0.09666343
16-02-2019;0.09566647;0.09642437
17-02-2019;0.09566647;0.09526827
18-02-2019;0.09566647;0.08938344
19-02-2019;0.10833402;0.10134037
20-02-2019;0.10833402;0.10000449
21-02-2019;0.10833402;0.10116036
22-02-2019;0.10833402;0.09986203
23-02-2019;0.10833402;0.09655942
24-02-2019;0.10833402;0.1049751
25-02-2019;0.10833402;0.10302119
26-02-2019;0.12130635;0.11675096
27-02-2019;0.12130635;0.11685133
28-02-2019;0.12130635;0.11673802
01-03-2019;0.12130635;0.11659288
02-03-2019;0.12130635;0.11644712
03-03-2019;0.12130635;0.11696892
04-03-2019;0.12130635;0.11963131
05-03-2019;0.13413879;0.1283244
06-03-2019;0.13413879;0.12807565
07-03-2019;0.13413879;0.12782871
08-03-2019;0.13413879;0.12816794
09-03-2019;0.13413879;0.12615706
10-03-2019;0.13413879;0.12653103
