date;crypto;savings
21-10-2019;2885.22;2100
22-10-2019;2877.29;2150
23-10-2019;2676.58;2150
24-10-2019;2669.03;2150
25-10-2019;3084.77;2150
26-10-2019;3292.87;2150
27-10-2019;3402.13;2150
28-10-2019;3296.86;2150
29-10-2019;3407.95;2200
30-10-2019;3327.72;2200
31-10-2019;3325.5;2200
01-11-2019;3347.74;2200
02-11-2019;3370.73;2200
03-11-2019;3338.43;2200
04-11-2019;3402.5;2200
05-11-2019;3427.17;2250
06-11-2019;3433.9;2250
07-11-2019;3399.67;2250
08-11-2019;3229.94;2250
09-11-2019;3233.13;2250
10-11-2019;3321.89;2250
11-11-2019;3212.67;2250
12-11-2019;3283.9;2300
13-11-2019;3281.14;2300
14-11-2019;3243.83;2300
15-11-2019;3163.33;2300
16-11-2019;3185.22;2300
17-11-2019;3195.36;2300
18-11-2019;3095.27;2300
19-11-2019;3106.85;2350
20-11-2019;3039.12;2350
21-11-2019;2893.55;2350
22-11-2019;2762.49;2350
23-11-2019;2800.81;2350
24-11-2019;2668.34;2350
25-11-2019;2705.53;2350
26-11-2019;2782.88;2400
27-11-2019;2903.66;2400
28-11-2019;2877.23;2400
29-11-2019;2992.17;2400
30-11-2019;2918.3;2400
01-12-2019;2862.26;2400
02-12-2019;2822.82;2400
03-12-2019;2872.11;2450
04-12-2019;2845.39;2450
05-12-2019;2922.4;2450
06-12-2019;2961.12;2450
07-12-2019;2964.75;2450
08-12-2019;2967.93;2450
09-12-2019;2903.8;2450
10-12-2019;2905.62;2500
11-12-2019;2881.39;2500
12-12-2019;2891.66;2500
13-12-2019;2902.26;2500
14-12-2019;2844.36;2500
15-12-2019;2855.39;2500
16-12-2019;2767.64;2500
17-12-2019;2701.07;2550
18-12-2019;2959.89;2550
19-12-2019;2929.81;2550
20-12-2019;2936.3;2550
21-12-2019;2925.05;2550
22-12-2019;3055.39;2550
23-12-2019;2991.95;2550
24-12-2019;3028.49;2600
25-12-2019;3008.9;2600
26-12-2019;2993.93;2600
27-12-2019;3015.07;2600
28-12-2019;3026.61;2600
29-12-2019;3069.9;2600
30-12-2019;3016.27;2600
31-12-2019;3025.17;2650
