date;crypto;savings
01-01-2019;50;50
02-01-2019;51.3;50
03-01-2019;49.91;50
04-01-2019;50.18;50
05-01-2019;50.02;50
06-01-2019;53.03;50
07-01-2019;52.36;50
08-01-2019;102.44;100
09-01-2019;102.55;100
10-01-2019;93.49;100
11-01-2019;93.71;100
12-01-2019;93.05;100
13-01-2019;90.29;100
14-01-2019;94.18;100
15-01-2019;142.27;150
16-01-2019;143.22;150
17-01-2019;144.14;150
18-01-2019;143.33;150
19-01-2019;146.1;150
20-01-2019;141.1;150
21-01-2019;140.13;150
22-01-2019;191.24;200
23-01-2019;190.21;200
24-01-2019;191.05;200
25-01-2019;190.99;200
26-01-2019;191.13;200
27-01-2019;190.15;200
28-01-2019;184.13;200
29-01-2019;232.94;250
30-01-2019;235.51;250
31-01-2019;233.6;250
01-02-2019;235.63;250
02-02-2019;237.87;250
03-02-2019;234.02;250
04-02-2019;233.69;250
05-02-2019;284.18;300
06-02-2019;279.86;300
07-02-2019;278.69;300
08-02-2019;300.61;300
09-02-2019;300.97;300
10-02-2019;302.53;300
11-02-2019;299.1;300
12-02-2019;349.52;350
13-02-2019;347.47;350
14-02-2019;346.01;350
15-02-2019;346.39;350
16-02-2019;347.25;350
17-02-2019;351.46;350
18-02-2019;374.6;350
19-02-2019;427.6;400
20-02-2019;433.32;400
21-02-2019;428.37;400
22-02-2019;433.93;400
23-02-2019;448.78;400
24-02-2019;412.8;400
25-02-2019;420.63;400
26-02-2019;467.56;450
27-02-2019;467.16;450
28-02-2019;467.61;450
01-03-2019;468.19;450
02-03-2019;468.78;450
03-03-2019;466.69;450
04-03-2019;456.3;450
05-03-2019;522.66;500
06-03-2019;523.67;500
07-03-2019;524.68;500
08-03-2019;523.29;500
09-03-2019;531.63;500
10-03-2019;530.06;500
11-03-2019;523.84;500
12-03-2019;574.37;550
13-03-2019;574.01;550
14-03-2019;576.6;550
15-03-2019;581.97;550
16-03-2019;594.88;550
17-03-2019;591.42;550
18-03-2019;592.49;550
19-03-2019;648.18;600
20-03-2019;650.77;600
21-03-2019;641.51;600
22-03-2019;640.66;600
23-03-2019;642.55;600
24-03-2019;640.37;600
25-03-2019;630.96;600
26-03-2019;684.47;650
27-03-2019;701.98;650
28-03-2019;698.9;650
29-03-2019;703.93;650
30-03-2019;705.35;650
31-03-2019;705.13;650
01-04-2019;714.2;650
02-04-2019;888.16;700
03-04-2019;905.11;700
04-04-2019;895.97;700
05-04-2019;916.69;700
06-04-2019;920.91;700
07-04-2019;946.22;700
08-04-2019;962.76;700
09-04-2019;997.32;750
10-04-2019;1020.24;750
11-04-2019;970.41;750
12-04-2019;975.21;750
13-04-2019;976.56;750
14-04-2019;990.19;750
15-04-2019;970.91;750
16-04-2019;1053.18;800
17-04-2019;1056.48;800
18-04-2019;1065.82;800
19-04-2019;1066.91;800
20-04-2019;1073.77;800
21-04-2019;1069.07;800
22-04-2019;1086.14;800
23-04-2019;1170.94;850
24-04-2019;1148.35;850
25-04-2019;1094.9;850
26-04-2019;1109.36;850
27-04-2019;1107.04;850
28-04-2019;1110.58;850
29-04-2019;1102.64;850
30-04-2019;1174.36;900
01-05-2019;1185.77;900
02-05-2019;1208.28;900
03-05-2019;1266.01;900
04-05-2019;1279.81;900
05-05-2019;1272.03;900
06-05-2019;1261.29;900
07-05-2019;1329.44;950
08-05-2019;1364.33;950
09-05-2019;1408.13;950
10-05-2019;1454.72;950
11-05-2019;1643.08;950
12-05-2019;1590.08;950
13-05-2019;1782.23;950
14-05-2019;1873.16;1000
15-05-2019;1922.54;1000
16-05-2019;1847.5;1000
17-05-2019;1720.74;1000
18-05-2019;1703.71;1000
19-05-2019;1920.79;1000
20-05-2019;1869.39;1000
21-05-2019;1915.88;1050
22-05-2019;1847.73;1050
23-05-2019;1896.27;1050
24-05-2019;1921.66;1050
25-05-2019;1937.34;1050
26-05-2019;2086.67;1050
27-05-2019;2118.56;1050
28-05-2019;2147.91;1100
29-05-2019;2133.02;1100
30-05-2019;2049.27;1100
31-05-2019;2112.08;1100
01-06-2019;2109.5;1100
02-06-2019;2153.58;1100
03-06-2019;2022.05;1100
04-06-2019;1948.59;1150
05-06-2019;1978.03;1150
06-06-2019;1977.47;1150
07-06-2019;2033.58;1150
08-06-2019;2010.87;1150
09-06-2019;1943.61;1150
10-06-2019;2022.55;1150
11-06-2019;2054.19;1200
12-06-2019;2110.72;1200
13-06-2019;2132.76;1200
14-06-2019;2252.71;1200
15-06-2019;2290.16;1200
16-06-2019;2330.61;1200
17-06-2019;2415.05;1200
18-06-2019;2403.23;1250
19-06-2019;2453.97;1250
20-06-2019;2521.09;1250
21-06-2019;2684.46;1250
22-06-2019;2831.89;1250
23-06-2019;2872.56;1250
24-06-2019;2913.77;1250
25-06-2019;3170.12;1300
26-06-2019;3499.56;1300
27-06-2019;3006.63;1300
28-06-2019;3335.85;1300
29-06-2019;3215.42;1300
30-06-2019;2908.32;1300
01-07-2019;2845.4;1300
02-07-2019;2954.16;1350
03-07-2019;3271.29;1350
04-07-2019;3067.32;1350
05-07-2019;3002.5;1350
06-07-2019;3065.43;1350
07-07-2019;3131.7;1350
08-07-2019;3360.09;1350
09-07-2019;3488.82;1400
10-07-2019;3373.03;1400
11-07-2019;3151.65;1400
12-07-2019;3278.55;1400
13-07-2019;3161.01;1400
14-07-2019;2845.72;1400
15-07-2019;3023.03;1400
16-07-2019;2679.73;1450
17-07-2019;2740.85;1450
18-07-2019;3015.87;1450
19-07-2019;2977.49;1450
20-07-2019;3044.33;1450
21-07-2019;2996.82;1450
22-07-2019;2924.44;1450
23-07-2019;2849.37;1500
24-07-2019;2823.8;1500
25-07-2019;2852.56;1500
26-07-2019;2840.6;1500
27-07-2019;2727.61;1500
28-07-2019;2749.24;1500
29-07-2019;2739.54;1500
30-07-2019;2814.95;1550
31-07-2019;2955.06;1550
01-08-2019;3047.07;1550
02-08-2019;3081.79;1550
03-08-2019;3170.73;1550
04-08-2019;3214.23;1550
05-08-2019;3459.02;1550
06-08-2019;3413.07;1600
07-08-2019;3550.98;1600
08-08-2019;3558.25;1600
09-08-2019;3527.48;1600
10-08-2019;3376.15;1600
11-08-2019;3426.57;1600
12-08-2019;3384.66;1600
13-08-2019;3289.91;1650
14-08-2019;3035.03;1650
15-08-2019;3113.49;1650
16-08-2019;3132.45;1650
17-08-2019;3089.39;1650
18-08-2019;3123.83;1650
19-08-2019;3296.01;1650
20-08-2019;3299.87;1700
21-08-2019;3108.2;1700
22-08-2019;3106.05;1700
23-08-2019;3190.95;1700
24-08-2019;3114.92;1700
25-08-2019;3108.34;1700
26-08-2019;3179.56;1700
27-08-2019;3172.75;1750
28-08-2019;3038.47;1750
29-08-2019;2962.39;1750
30-08-2019;2989.8;1750
31-08-2019;2999.92;1750
01-09-2019;3039.57;1750
02-09-2019;3222.98;1750
03-09-2019;3359.19;1800
04-09-2019;3350.01;1800
05-09-2019;3344.01;1800
06-09-2019;3273.74;1800
07-09-2019;3325.59;1800
08-09-2019;3301.56;1800
09-09-2019;3267.95;1800
10-09-2019;3248.7;1850
11-09-2019;3268.74;1850
12-09-2019;3343.17;1850
13-09-2019;3327.24;1850
14-09-2019;3326.44;1850
15-09-2019;3323.12;1850
16-09-2019;3300.35;1850
17-09-2019;3338.94;1900
18-09-2019;3324.91;1900
19-09-2019;3347.14;1900
20-09-2019;3319.5;1900
21-09-2019;3266.71;1900
22-09-2019;3283.23;1900
23-09-2019;3172.03;1900
24-09-2019;2860.54;1950
25-09-2019;2816.22;1950
26-09-2019;2694.1;1950
27-09-2019;2738.19;1950
28-09-2019;2736.22;1950
29-09-2019;2689.19;1950
30-09-2019;2752.14;1950
01-10-2019;2818.53;2000
02-10-2019;2835.34;2000
03-10-2019;2790.4;2000
04-10-2019;2772.14;2000
05-10-2019;2753.75;2000
06-10-2019;2698.56;2000
07-10-2019;2785.54;2000
08-10-2019;2829.85;2050
09-10-2019;2956.05;2050
10-10-2019;2952.86;2050
11-10-2019;2861.83;2050
12-10-2019;2866.92;2050
13-10-2019;2861.57;2050
14-10-2019;2880.03;2050
15-10-2019;2871.8;2100
16-10-2019;2816.56;2100
17-10-2019;2836.29;2100
18-10-2019;2790.55;2100
19-10-2019;2795.92;2100
20-10-2019;2877.65;2100
