date;crypto investment;savings
16-11-2018;967,58;2600
17-11-2018;963,9;2600
18-11-2018;975,91;2600
19-11-2018;845,4;2600
20-11-2018;772,58;2600
21-11-2018;798,66;2600
22-11-2018;757,67;2600
23-11-2018;754,4;2600
24-11-2018;673,47;2600
25-11-2018;695,89;2600
26-11-2018;655,83;2600
27-11-2018;663,05;2600
28-11-2018;738,83;2600
29-11-2018;742,55;2600
30-11-2018;697,16;2600
01-12-2018;731,42;2600
02-12-2018;718,44;2600
03-12-2018;675,79;2600
04-12-2018;686,68;2600
05-12-2018;651,47;2600
06-12-2018;611,05;2600
07-12-2018;593,5;2600
08-12-2018;603,25;2600
09-12-2018;627,22;2600
10-12-2018;607,85;2600
11-12-2018;594,3;2600
12-12-2018;605,13;2600
13-12-2018;575,06;2600
14-12-2018;562,7;2600
15-12-2018;561,71;2600
16-12-2018;564,5;2600
17-12-2018;615,35;2600
18-12-2018;641,42;2600
19-12-2018;650,07;2600
20-12-2018;717,49;2600
21-12-2018;676,21;2600
22-12-2018;696,62;2600
23-12-2018;693,98;2600
24-12-2018;707,8;2600
25-12-2018;662,14;2600
26-12-2018;669,4;2600
27-12-2018;634,26;2600
28-12-2018;680,96;2600
29-12-2018;663;2600
30-12-2018;670,9;2600
31-12-2018;649,51;2600
