date;btc
01-01-2019;3843,52002
02-01-2019;3943,409424
03-01-2019;3836,741211
04-01-2019;3857,717529
05-01-2019;3845,19458
06-01-2019;4076,632568
07-01-2019;4025,248291
08-01-2019;4030,8479
09-01-2019;4035,296387
10-01-2019;3678,924561
11-01-2019;3687,365479
12-01-2019;3661,301025
13-01-2019;3552,953125
14-01-2019;3706,052246
15-01-2019;3630,675293
16-01-2019;3655,006836
17-01-2019;3678,563965
18-01-2019;3657,839355
19-01-2019;3728,568359
20-01-2019;3601,013672
21-01-2019;3576,032471
22-01-2019;3604,577148
23-01-2019;3585,123047
24-01-2019;3600,865479
25-01-2019;3599,765869
26-01-2019;3602,460449
27-01-2019;3583,96582
28-01-2019;3470,450439
29-01-2019;3448,116943
30-01-2019;3486,181641
31-01-2019;3457,792725
01-02-2019;3487,945313
02-02-2019;3521,060791
03-02-2019;3464,013428
04-02-2019;3459,154053
05-02-2019;3466,357422
06-02-2019;3413,767822
07-02-2019;3399,47168
08-02-2019;3666,780273
09-02-2019;3671,203613
10-02-2019;3690,188232
11-02-2019;3648,430664
12-02-2019;3653,528564
13-02-2019;3632,070557
14-02-2019;3616,880859
15-02-2019;3620,810791
16-02-2019;3629,787598
17-02-2019;3673,836182
18-02-2019;3915,714355
19-02-2019;3947,094482
20-02-2019;3999,820557
21-02-2019;3954,118164
22-02-2019;4005,526611
23-02-2019;4142,526855
24-02-2019;3810,42749
25-02-2019;3882,696289
26-02-2019;3854,35791
27-02-2019;3851,047363
28-02-2019;3854,7854
01-03-2019;3859,58374
02-03-2019;3864,415039
03-03-2019;3847,175781
04-03-2019;3761,557129
05-03-2019;3896,375
06-03-2019;3903,942627
07-03-2019;3911,484375
08-03-2019;3901,131592
09-03-2019;3963,313721
10-03-2019;3951,599854
11-03-2019;3905,227295
12-03-2019;3909,15625
13-03-2019;3906,717285
14-03-2019;3924,369141
15-03-2019;3960,911133
16-03-2019;4048,72583
17-03-2019;4025,229004
18-03-2019;4032,507324
19-03-2019;4071,190186
20-03-2019;4087,476318
