date;lumpsum1 crypto;lumpsum2 crypto;savings1;savings2
12-11-2017;14820.45;5946.32;2600;2600
13-11-2017;16338.4;6555.36;2600;2600
14-11-2017;16528.35;6631.57;2600;2600
15-11-2017;18221.57;7310.93;2600;2600
16-11-2017;19606.83;7866.73;2600;2600
17-11-2017;19201.58;7704.13;2600;2600
18-11-2017;19403.73;7785.24;2600;2600
19-11-2017;20017.32;8031.42;2600;2600
20-11-2017;20426.18;8195.47;2600;2600
21-11-2017;20103.92;8066.17;2600;2600
22-11-2017;20557.97;8248.35;2600;2600
23-11-2017;20022.99;8033.7;2600;2600
24-11-2017;20558.32;8248.49;2600;2600
25-11-2017;21896.45;8785.38;2600;2600
26-11-2017;23240.56;9324.67;2600;2600
27-11-2017;24455.58;9812.16;2600;2600
28-11-2017;25054.49;10052.46;2600;2600
29-11-2017;24630.58;9882.38;2600;2600
30-11-2017;25489.88;10227.15;2600;2600
01-12-2017;27338.06;10968.68;2600;2600
02-12-2017;27584.65;11067.62;2600;2600
03-12-2017;28203.86;11316.06;2600;2600
04-12-2017;29035.79;11649.85;2600;2600
05-12-2017;29682.16;11909.19;2600;2600
06-12-2017;35597.31;14282.49;2600;2600
07-12-2017;44584.63;17888.42;2600;2600
08-12-2017;41271.12;16558.96;2600;2600
09-12-2017;37805.91;15168.63;2600;2600
10-12-2017;38496.36;15445.66;2600;2600
11-12-2017;42186.24;16926.12;2600;2600
12-12-2017;43378.34;17404.42;2600;2600
13-12-2017;40869.6;16397.86;2600;2600
14-12-2017;41257.67;16553.56;2600;2600
15-12-2017;44104.41;17695.74;2600;2600
16-12-2017;48564.19;19485.11;2600;2600
17-12-2017;47675.97;19128.74;2600;2600
18-12-2017;47609.71;19102.15;2600;2600
19-12-2017;44278.26;17765.49;2600;2600
20-12-2017;41408.61;16614.12;2600;2600
21-12-2017;39361.92;15792.94;2600;2600
22-12-2017;34452.29;13823.08;2600;2600
23-12-2017;36612.82;14689.93;2600;2600
24-12-2017;34686.43;13917.02;2600;2600
25-12-2017;34937.5;14017.76;2600;2600
26-12-2017;40101.43;16089.65;2600;2600
27-12-2017;39450.59;15828.52;2600;2600
28-12-2017;36381.92;14597.29;2600;2600
29-12-2017;36505.71;14646.96;2600;2600
30-12-2017;32261.38;12944.04;2600;2600
31-12-2017;35260.81;14147.48;2600;2600
