date;btc
01-01-2018;13657,200195
02-01-2018;14982,099609
03-01-2018;15201
04-01-2018;15599,200195
05-01-2018;17429,5
06-01-2018;17527
07-01-2018;16477,599609
08-01-2018;15170,099609
09-01-2018;14595,400391
10-01-2018;14973,299805
11-01-2018;13405,799805
12-01-2018;13980,599609
13-01-2018;14360,200195
14-01-2018;13772
15-01-2018;13819,799805
16-01-2018;11490,5
17-01-2018;11188,599609
18-01-2018;11474,900391
19-01-2018;11607,400391
20-01-2018;12899,200195
21-01-2018;11600,099609
22-01-2018;10931,400391
23-01-2018;10868,400391
24-01-2018;11359,400391
25-01-2018;11259,400391
26-01-2018;11171,400391
27-01-2018;11440,700195
28-01-2018;11786,299805
29-01-2018;11296,400391
30-01-2018;10106,299805
31-01-2018;10221,099609
01-02-2018;9170,540039
02-02-2018;8830,75
03-02-2018;9174,910156
04-02-2018;8277,009766
05-02-2018;6955,27002
06-02-2018;7754
07-02-2018;7621,299805
08-02-2018;8265,589844
09-02-2018;8736,980469
10-02-2018;8621,900391
11-02-2018;8129,970215
12-02-2018;8926,570313
13-02-2018;8598,30957
14-02-2018;9494,629883
15-02-2018;10166,400391
16-02-2018;10233,900391
17-02-2018;11112,700195
18-02-2018;10551,799805
19-02-2018;11225,299805
20-02-2018;11403,700195
21-02-2018;10690,400391
22-02-2018;10005
23-02-2018;10301,099609
24-02-2018;9813,070313
25-02-2018;9664,730469
26-02-2018;10366,700195
27-02-2018;10725,599609
28-02-2018;10397,900391
01-03-2018;10951
02-03-2018;11086,400391
03-03-2018;11489,700195
04-03-2018;11512,599609
05-03-2018;11573,299805
06-03-2018;10779,900391
07-03-2018;9965,570313
08-03-2018;9395,009766
09-03-2018;9337,549805
10-03-2018;8866
11-03-2018;9578,629883
12-03-2018;9205,120117
13-03-2018;9194,849609
14-03-2018;8269,80957
15-03-2018;8300,860352
16-03-2018;8338,349609
17-03-2018;7916,879883
18-03-2018;8223,679688
19-03-2018;8630,650391
20-03-2018;8913,469727
21-03-2018;8929,280273
22-03-2018;8728,469727
23-03-2018;8879,620117
24-03-2018;8668,120117
25-03-2018;8495,780273
26-03-2018;8209,400391
27-03-2018;7833,040039
28-03-2018;7954,47998
29-03-2018;7165,700195
30-03-2018;6890,52002
31-03-2018;6973,529785
01-04-2018;6844,22998
02-04-2018;7083,799805
03-04-2018;7456,109863
04-04-2018;6853,839844
05-04-2018;6811,470215
06-04-2018;6636,319824
07-04-2018;6911,089844
08-04-2018;7023,52002
09-04-2018;6770,72998
10-04-2018;6834,759766
11-04-2018;6968,319824
12-04-2018;7889,25
13-04-2018;7895,959961
14-04-2018;7986,240234
15-04-2018;8329,110352
16-04-2018;8058,669922
17-04-2018;7902,089844
18-04-2018;8163,419922
19-04-2018;8294,30957
20-04-2018;8845,830078
21-04-2018;8895,580078
22-04-2018;8802,459961
