date;btc
24-04-2015;231,268005
25-04-2015;226,389999
26-04-2015;219,429993
27-04-2015;229,285995
28-04-2015;225,854996
29-04-2015;225,807999
30-04-2015;236,145004
01-05-2015;232,078995
02-05-2015;234,929993
03-05-2015;240,358002
04-05-2015;239,018005
05-05-2015;236,121002
06-05-2015;229,781998
07-05-2015;237,334
08-05-2015;243,863007
09-05-2015;241,832001
10-05-2015;240,296005
11-05-2015;242,158005
12-05-2015;241,112
13-05-2015;236,376999
14-05-2015;236,929001
15-05-2015;237,604996
16-05-2015;236,153
17-05-2015;236,802002
18-05-2015;233,128006
19-05-2015;231,947006
20-05-2015;234,018005
21-05-2015;235,343994
22-05-2015;240,348007
23-05-2015;238,871994
24-05-2015;240,953003
25-05-2015;237,110001
26-05-2015;237,115997
27-05-2015;237,283005
28-05-2015;237,408005
29-05-2015;237,095993
30-05-2015;233,345001
31-05-2015;230,190002
01-06-2015;222,925995
02-06-2015;225,802994
03-06-2015;225,873993
04-06-2015;224,324005
05-06-2015;224,951996
06-06-2015;225,619003
07-06-2015;222,880997
08-06-2015;228,488998
09-06-2015;229,048004
10-06-2015;228,802994
11-06-2015;229,705002
12-06-2015;229,981995
13-06-2015;232,401993
14-06-2015;233,542999
15-06-2015;236,822998
16-06-2015;250,895004
17-06-2015;249,283997
18-06-2015;249,007004
19-06-2015;244,606003
20-06-2015;245,212006
21-06-2015;243,944
22-06-2015;246,990005
23-06-2015;244,296005
24-06-2015;240,514999
25-06-2015;242,798996
26-06-2015;243,593994
27-06-2015;250,990005
28-06-2015;249,011002
29-06-2015;257,063995
30-06-2015;263,071991
01-07-2015;258,621002
02-07-2015;255,412003
03-07-2015;256,335999
04-07-2015;260,885986
05-07-2015;271,912994
06-07-2015;269,029999
07-07-2015;266,207001
08-07-2015;270,785004
09-07-2015;269,227997
10-07-2015;284,894012
11-07-2015;293,11499
12-07-2015;310,867004
13-07-2015;292,053986
14-07-2015;287,463989
15-07-2015;285,82901
16-07-2015;278,088989
17-07-2015;279,471985
18-07-2015;274,901001
19-07-2015;273,614014
20-07-2015;278,980988
21-07-2015;275,833008
22-07-2015;277,221985
23-07-2015;276,049011
24-07-2015;288,278015
25-07-2015;288,696991
26-07-2015;292,686005
27-07-2015;293,623993
28-07-2015;294,427002
29-07-2015;289,589996
30-07-2015;287,721985
31-07-2015;284,649994
01-08-2015;281,601013
02-08-2015;282,614014
03-08-2015;281,22699
04-08-2015;285,217987
05-08-2015;281,881989
06-08-2015;278,576996
07-08-2015;279,584991
08-08-2015;260,997009
09-08-2015;265,083008
10-08-2015;264,470001
11-08-2015;270,385986
12-08-2015;266,376007
13-08-2015;264,079987
14-08-2015;265,679993
15-08-2015;261,550995
16-08-2015;258,506989
17-08-2015;257,976013
18-08-2015;211,078995
19-08-2015;226,684006
20-08-2015;235,350006
21-08-2015;232,569
22-08-2015;230,389999
23-08-2015;228,169006
24-08-2015;210,494995
25-08-2015;221,608994
26-08-2015;225,830994
27-08-2015;224,768997
28-08-2015;231,395996
29-08-2015;229,779999
30-08-2015;228,761002
31-08-2015;230,056
01-09-2015;228,121002
02-09-2015;229,283997
03-09-2015;227,182999
04-09-2015;230,298004
05-09-2015;235,018997
06-09-2015;239,839996
07-09-2015;239,847
08-09-2015;243,606995
09-09-2015;238,167999
10-09-2015;238,477005
11-09-2015;240,106995
12-09-2015;235,229004
13-09-2015;230,511993
14-09-2015;230,643997
15-09-2015;230,304001
16-09-2015;229,091003
17-09-2015;229,809998
18-09-2015;232,975006
19-09-2015;231,492996
20-09-2015;231,212006
21-09-2015;227,085007
22-09-2015;230,617996
23-09-2015;230,283005
24-09-2015;234,529007
25-09-2015;235,143997
26-09-2015;234,339996
27-09-2015;232,757004
28-09-2015;239,141998
29-09-2015;236,686996
30-09-2015;236,059998
01-10-2015;237,548996
02-10-2015;237,292999
03-10-2015;238,729996
04-10-2015;238,259003
05-10-2015;240,382996
06-10-2015;246,063004
07-10-2015;242,968994
08-10-2015;242,304001
09-10-2015;243,931
10-10-2015;244,940994
11-10-2015;247,050003
12-10-2015;245,307999
13-10-2015;249,507996
14-10-2015;251,988998
15-10-2015;254,320007
16-10-2015;262,868988
17-10-2015;270,640015
18-10-2015;261,643005
19-10-2015;263,437012
20-10-2015;269,463013
21-10-2015;266,272003
22-10-2015;274,02301
23-10-2015;276,496002
24-10-2015;281,653992
25-10-2015;283,679993
26-10-2015;285,299988
27-10-2015;293,787994
28-10-2015;304,618011
29-10-2015;313,855011
30-10-2015;328,015015
31-10-2015;314,165985
01-11-2015;325,431
02-11-2015;361,188995
03-11-2015;403,416992
04-11-2015;411,562988
05-11-2015;386,354004
06-11-2015;374,470001
07-11-2015;386,481995
08-11-2015;373,368011
09-11-2015;380,256989
10-11-2015;336,819
11-11-2015;311,084015
12-11-2015;338,152008
13-11-2015;336,752991
14-11-2015;332,906006
15-11-2015;320,165985
16-11-2015;330,751007
17-11-2015;335,093994
18-11-2015;334,589996
19-11-2015;326,148987
20-11-2015;322,022003
21-11-2015;326,927002
22-11-2015;324,536011
23-11-2015;323,04599
24-11-2015;320,04599
25-11-2015;328,205994
26-11-2015;352,68399
27-11-2015;358,041992
28-11-2015;357,381012
29-11-2015;371,294006
30-11-2015;377,321014
01-12-2015;362,488007
02-12-2015;359,187012
03-12-2015;361,04599
04-12-2015;363,183014
05-12-2015;388,949005
06-12-2015;388,78299
07-12-2015;395,536011
08-12-2015;415,562988
09-12-2015;417,562988
10-12-2015;415,479004
11-12-2015;451,937988
12-12-2015;434,997009
13-12-2015;433,755005
14-12-2015;444,182007
15-12-2015;465,321014
16-12-2015;454,93399
17-12-2015;456,078003
18-12-2015;463,615997
19-12-2015;462,321991
20-12-2015;442,684998
21-12-2015;438,639008
22-12-2015;436,571991
23-12-2015;442,401001
24-12-2015;454,984985
25-12-2015;455,653015
26-12-2015;417,273987
27-12-2015;422,822998
28-12-2015;422,278992
29-12-2015;432,983002
30-12-2015;426,619995
31-12-2015;430,566986
