date;btc
01-01-2015;314,248993
02-01-2015;315,032013
03-01-2015;281,082001
04-01-2015;264,195007
05-01-2015;274,473999
06-01-2015;286,188995
07-01-2015;294,337006
08-01-2015;283,348999
09-01-2015;290,40799
10-01-2015;274,79599
11-01-2015;265,660004
12-01-2015;267,79599
13-01-2015;225,860992
14-01-2015;178,102997
15-01-2015;209,843994
16-01-2015;208,097
17-01-2015;199,259995
18-01-2015;210,339005
19-01-2015;214,860992
20-01-2015;211,315002
21-01-2015;226,897003
22-01-2015;233,406006
23-01-2015;232,878998
24-01-2015;247,847
25-01-2015;253,718002
26-01-2015;273,472992
27-01-2015;263,475006
28-01-2015;233,914993
29-01-2015;233,513
30-01-2015;226,425003
31-01-2015;217,464005
01-02-2015;226,972
02-02-2015;238,229004
03-02-2015;227,268005
04-02-2015;226,852997
05-02-2015;217,110992
06-02-2015;222,266006
07-02-2015;227,753998
08-02-2015;223,412003
09-02-2015;220,110001
10-02-2015;219,839005
11-02-2015;219,184998
12-02-2015;221,764008
13-02-2015;235,427002
14-02-2015;257,321014
15-02-2015;234,824997
16-02-2015;233,843002
17-02-2015;243,610001
18-02-2015;236,326004
19-02-2015;240,283005
20-02-2015;243,779007
21-02-2015;244,533997
22-02-2015;235,977005
23-02-2015;238,891998
24-02-2015;238,735001
25-02-2015;237,470001
26-02-2015;236,425995
27-02-2015;253,828003
28-02-2015;254,263
01-03-2015;260,201996
02-03-2015;275,670013
03-03-2015;281,701996
04-03-2015;273,09201
05-03-2015;276,178009
06-03-2015;272,722992
07-03-2015;276,260986
08-03-2015;274,354004
09-03-2015;289,606995
10-03-2015;291,76001
11-03-2015;296,378998
12-03-2015;294,354004
13-03-2015;285,337006
14-03-2015;281,88501
15-03-2015;286,393005
16-03-2015;290,592987
17-03-2015;285,505005
18-03-2015;256,299011
19-03-2015;260,928009
20-03-2015;261,748993
21-03-2015;260,024994
22-03-2015;267,959991
23-03-2015;266,73999
24-03-2015;245,595001
25-03-2015;246,197006
26-03-2015;248,531998
27-03-2015;247,029007
28-03-2015;252,798004
29-03-2015;242,712997
30-03-2015;247,526001
31-03-2015;244,223999
01-04-2015;247,272003
02-04-2015;253,005005
03-04-2015;254,322006
04-04-2015;253,697006
05-04-2015;260,597992
06-04-2015;255,492004
07-04-2015;253,179993
08-04-2015;245,022003
09-04-2015;243,675995
10-04-2015;236,072006
11-04-2015;236,552002
12-04-2015;236,153
13-04-2015;224,587006
14-04-2015;219,158997
15-04-2015;223,832993
16-04-2015;228,572998
17-04-2015;222,882004
18-04-2015;223,356003
19-04-2015;222,600006
20-04-2015;224,626007
21-04-2015;235,268997
22-04-2015;234,175995
23-04-2015;236,462006
